unidade,data_inicio,inicio,fim,duracao_h,num_ordem,tipo_ordem,status_ordem,previsao,atualizacao,categoria,mp_intervalo,is_preventiva,sistema,conjunto,item,descricao,problema,solucao,comentario,localizacao,id_equipamento
Mina A,2019-01-20,2019-01-20T16:37:30Z,2019-01-20T18:13:13Z,1.58,202000251836,Filha,Fechada,1968-12-31T12:00:00Z,2019-01-20T19:42:41Z,HMC,NA,FALSE,COMUNICACAO,DESPACHO,ANTENA GPS,HMC - EXEC MANUT,Comunicação,Reparar,FALHA OPTALERT,BSM3,HAUL-0147
Mina A,2019-01-20,2019-01-20T16:43:17Z,2019-01-20T18:13:45Z,1.51,202000251839,Mãe,Fechada,NA,2019-01-20T19:41:17Z,HMC,NA,FALSE,DIRECAO,TANQUE DE OLEO,OLEO,HMC - EXEC MANUT,Nivel Baixo,Completar,BX NIVEL DE OLEO DIREÇÃO,HMC - EXEC MANUT,HAUL-0171
Mina A,2019-01-20,2019-01-20T16:43:17Z,2019-01-20T16:59:38Z,0.27,202000251839,Filha,Fechada,1968-12-31T12:00:00Z,2019-01-20T19:41:17Z,HMC,NA,FALSE,DIRECAO,TANQUE DE OLEO,OLEO,HMC - EXEC MANUT,Nivel Baixo,Completar,BX NIVEL DE OLEO DIREÇÃO,cv 3,HAUL-0171
Mina A,2019-01-20,2019-01-20T16:48:02Z,2019-01-20T18:32:15Z,1.74,202000252047,Mãe,Fechada,NA,2019-01-20T19:41:44Z,HMC,NA,FALSE,TRANSMISSAO DE FORCA,DIFERENCIAL,DIFERENCIAL,HMC - EXEC MANUT,Vazamento,Vedar,VAZ NO DIFERENCIAL,HMC - EXEC MANUT,HAUL-0066
Mina A,2019-01-20,2019-01-20T16:48:02Z,2019-01-20T18:32:15Z,1.74,202000252047,Filha,Fechada,1968-12-31T12:00:00Z,2019-01-20T19:41:43Z,HMC,NA,FALSE,TRANSMISSAO DE FORCA,DIFERENCIAL,DIFERENCIAL,HMC - EXEC MANUT,Vazamento,Vedar,VAZ NO DIFERENCIAL,610 N,HAUL-0066
Mina A,2019-01-20,2019-01-20T16:48:11Z,2019-01-21T05:43:38Z,12.97,202000252044,Mãe,Fechada,NA,2019-01-21T05:44:49Z,HMC,NA,FALSE,LOCOMOCAO,RODA TDI,PNEU,HMC - EXEC MANUT,Furo,Trocar,PNEU TDI FURADO,HMC - EXEC MANUT,HAUL-0084
Mina A,2019-01-20,2019-01-20T16:48:11Z,2019-01-21T05:43:38Z,12.96,202000252044,Filha,Fechada,1968-12-31T15:00:00Z,2019-01-21T05:44:49Z,HMC,NA,FALSE,LOCOMOCAO,RODA TDI,PNEU,HMC - EXEC MANUT,Furo,Trocar,PNEU TDI FURADO,OFC PNEUS,HAUL-0084
Mina A,2019-01-20,2019-01-20T16:48:51Z,2019-01-20T18:03:55Z,1.25,202000252049,Mãe,Fechada,NA,2019-01-20T19:42:56Z,HMC,NA,FALSE,TRANSMISSAO DE FORCA,TANQUE,OLEO,HMC - EXEC MANUT,Nivel Baixo,Completar,BX NIVEL DE OLEO DA TRANSMISSÃO,HMC - EXEC MANUT,HAUL-0037
Mina A,2019-01-20,2019-01-20T16:48:51Z,2019-01-20T18:03:55Z,1.26,202000252049,Filha,Fechada,1968-12-31T15:00:00Z,2019-01-20T19:42:56Z,HMC,NA,FALSE,TRANSMISSAO DE FORCA,TANQUE,OLEO,HMC - EXEC MANUT,Nivel Baixo,Completar,BX NIVEL DE OLEO DA TRANSMISSÃO,670 SUL,HAUL-0037
Mina A,2019-01-20,2019-01-20T16:59:38Z,2019-01-20T18:13:45Z,1.24,202000251839,Filha,Fechada,1968-12-31T15:00:00Z,2019-01-20T19:41:17Z,HMC,NA,FALSE,DIRECAO,TANQUE DE OLEO,OLEO,HMC - EXEC MANUT,Nivel Baixo,Completar,BX NIVEL DE OLEO DIREÇÃO,cv 3,HAUL-0171
Mina A,2019-01-20,2019-01-20T17:35:53Z,2019-01-20T18:31:15Z,0.93,202000252260,Mãe,Fechada,NA,2019-01-20T19:42:01Z,HMC,NA,FALSE,AR CONDICIONADO,COMPRESSOR,CABO/FIACAO,HMC - EXEC MANUT,Mau Contato,Avaliar,FALHA NO AR CONDICIONADO,HMC - EXEC MANUT,HAUL-0053
Mina A,2019-01-20,2019-01-20T17:35:53Z,2019-01-20T18:31:15Z,0.92,202000252260,Filha,Fechada,1968-12-31T15:00:00Z,2019-01-20T19:42:01Z,HMC,NA,FALSE,AR CONDICIONADO,COMPRESSOR,CABO/FIACAO,HMC - EXEC MANUT,Mau Contato,Avaliar,FALHA NO AR CONDICIONADO,HMC - EXEC MANUT,HAUL-0053
Mina A,2019-01-20,2019-01-20T18:27:04Z,2019-01-20T18:51:51Z,0.42,202000022073,Mãe,Fechada,NA,2019-01-20T19:37:15Z,MPNS,NA,FALSE,LOCOMOCAO,RODA TE,RODA,MPNS - EXEC MANUT,Fixacao,Torquear,TOQUEAR RODAS,MPNS - EXEC MANUT,HAUL-0136
Mina A,2019-01-20,2019-01-20T18:27:04Z,2019-01-20T18:51:51Z,0.41,202000022073,Filha,Fechada,1968-12-31T18:00:00Z,2019-01-20T19:37:15Z,MPNS,NA,FALSE,LOCOMOCAO,RODA TE,RODA,MPNS - EXEC MANUT,Fixacao,Torquear,TOQUEAR RODAS,MPNS - EXEC MANUT,HAUL-0136
Mina A,2019-01-20,2019-01-20T18:34:09Z,2019-01-20T20:44:08Z,2.15,202000252523,Mãe,Fechada,NA,2019-01-20T23:57:19Z,HMC,NA,FALSE,COMUNICACAO,DESPACHO,MODEM,HMC - EXEC MANUT,Comunicacao,Reparar,FALHA NA PARTDA,HMC - EXEC MANUT,HAUL-0050
Mina A,2019-01-20,2019-01-20T18:34:09Z,2019-01-20T19:13:44Z,0.66,202000252316,Filha,Fechada,1968-12-31T12:00:00Z,2019-01-20T23:57:19Z,HMC,NA,FALSE,COMUNICACAO,DESPACHO,MODEM,HMC - EXEC MANUT,Comunicacao,Reparar,FALHA NO DESPACHO,CV 1,HAUL-0050
Mina A,2019-01-20,2019-01-20T18:40:57Z,2019-01-20T19:10:11Z,0.48,202000000000,Mãe,Fechada,NA,2019-01-20T19:35:35Z,MPNS,NA,FALSE,LOCOMOCAO,RODA TDI,PNEU,MPNS - EXEC MANUT,Folga,Torquear,TORQUE,MPNS - EXEC MANUT,HAUL-0149
Mina A,2019-01-20,2019-01-20T18:40:57Z,2019-01-20T19:10:11Z,0.49,202000000000,Filha,Fechada,1968-12-31T18:00:00Z,2019-01-20T19:35:35Z,MPNS,NA,FALSE,LOCOMOCAO,RODA TDI,PNEU,MPNS - EXEC MANUT,Folga,Torquear,TORQUE,MPNS - EXEC MANUT,HAUL-0149
Mina A,2019-01-20,2019-01-20T18:59:02Z,2019-01-20T20:57:53Z,1.97,202000252520,Mãe,Fechada,NA,2019-01-20T21:01:58Z,HMC,NA,FALSE,ELETRICO,FRENAGEM,INTERRUPTOR DE FREIO DE ESTACIONAMENTO,HMC - EXEC MANUT,Mau Contato,Reparar,FALHA NO FREIO DINAMICO,HMC - EXEC MANUT,HAUL-0135
Mina A,2019-01-20,2019-01-20T18:59:02Z,2019-01-20T20:57:53Z,1.97,202000252520,Filha,Fechada,1968-12-31T18:00:00Z,2019-01-20T21:01:58Z,HMC,NA,FALSE,ELETRICO,FRENAGEM,INTERRUPTOR DE FREIO DE ESTACIONAMENTO,HMC - EXEC MANUT,Mau Contato,Reparar,FALHA NO FREIO DINAMICO,REV ETA,HAUL-0135
Mina A,2019-01-20,2019-01-20T19:01:52Z,2019-01-21T01:59:08Z,7.01,202000235564,Filha,Fechada,1968-12-31T06:00:00Z,2019-01-21T14:52:58Z,MPS,250,TRUE,PIT-STOP - 250HS,PIT STOP,PIT STOP,MPNS - EXEC MANUT,Pit Stop,Pit Stop,PIT STOP,N4E-OFICINA CENTRAL,HAUL-0052
Mina A,2019-01-20,2019-01-20T19:07:26Z,2019-01-21T01:28:26Z,6.36,0,Mãe,Fechada,NA,2019-01-21T05:39:27Z,MPNS,NA,FALSE,MOTOR DE COMBUSTAO,LUBRIFICACAO,OLEO,MPNS - EXEC MANUT,Nivel Baixo,Completar,COMPLETAR NIVEIS,MPNS - EXEC MANUT,HAUL-0067
Mina A,2019-01-20,2019-01-20T19:07:26Z,2019-01-21T01:28:26Z,6.36,0,Filha,Fechada,1968-12-31T15:00:00Z,2019-01-21T05:39:27Z,MPNS,NA,FALSE,MOTOR DE COMBUSTAO,LUBRIFICACAO,OLEO,MPNS - EXEC MANUT,Nivel Baixo,Completar,COMPLETAR NIVEIS,MPNS - EXEC MANUT,HAUL-0067
Mina A,2019-01-20,2019-01-20T19:13:44Z,2019-01-20T20:44:08Z,1.51,202000252316,Filha,Fechada,1968-12-31T15:00:00Z,2019-01-20T23:57:19Z,HMC,NA,FALSE,COMUNICACAO,DESPACHO,MODEM,HMC - EXEC MANUT,Comunicacao,Reparar,FALHA NA PARTIDA,CV 1,HAUL-0050
Mina A,2019-01-20,2019-01-20T19:30:05Z,2019-01-21T10:46:17Z,15.35,202000211006,Mãe,Fechada,NA,2019-01-21T14:50:58Z,MPNS,NA,FALSE,LOCOMOCAO,RODA DD,PNEU,MPNS - EXEC MANUT,Desgaste,Trocar,PREVENTIVA DE PNEUS,MPNS - EXEC MANUT,HAUL-0161
Mina A,2019-01-20,2019-01-20T19:30:05Z,2019-01-21T10:46:17Z,15.4,202000211006,Filha,Fechada,1968-12-31T15:00:00Z,2019-01-21T14:50:58Z,MPNS,NA,FALSE,LOCOMOCAO,RODA DD,PNEU,MPNS - EXEC MANUT,Desgaste,Trocar,PREVENTIVA DE PNEUS,OFC PNEUS,HAUL-0161
Mina A,2019-01-20,2019-01-20T19:59:52Z,2019-01-20T20:39:26Z,0.66,202000252595,Mãe,Fechada,NA,2019-01-20T23:56:49Z,HMC,NA,FALSE,MOTOR DE COMBUSTAO,ACIONAMENTO,CREMALHEIRA,HMC - EXEC MANUT,Fixacao,Reparar,CORTANDO ACELERAÇÃO,HMC - EXEC MANUT,HAUL-0072
Mina A,2019-01-20,2019-01-20T19:59:52Z,2019-01-20T20:39:26Z,0.66,202000252595,Filha,Fechada,1968-12-31T18:00:00Z,2019-01-20T23:56:49Z,HMC,NA,FALSE,MOTOR DE COMBUSTAO,ACIONAMENTO,CREMALHEIRA,HMC - EXEC MANUT,Fixacao,Reparar,CORTANDO ACELERAÇÃO,HMC - EXEC MANUT,HAUL-0072
Mina A,2019-01-20,2019-01-20T20:41:50Z,2019-01-21T17:25:01Z,20.58,202000252756,Mãe,Fechada,2019-01-21T17:00:00Z,2019-01-21T23:49:11Z,HMC,NA,FALSE,LOCOMOCAO,RODA TDE,PNEU,HMC - EXEC MANUT,Folga,Torquear,REPOSICIONAR RODA TDE,HMC - EXEC MANUT,HAUL-0143
Mina A,2019-01-20,2019-01-20T20:41:50Z,2019-01-21T02:09:54Z,5.49,202000000000,Filha,Fechada,1968-12-31T03:00:00Z,2019-01-21T23:49:11Z,MPNS,NA,FALSE,LOCOMOCAO,RODA TDE,PNEU,MPNS - EXEC MANUT,Folga,Torquear,TORQUE,OFC PNEUS,HAUL-0143
Mina A,2019-01-20,2019-01-20T21:12:54Z,2019-01-20T22:53:12Z,1.66,202000252751,Mãe,Fechada,NA,2019-01-20T22:53:35Z,HMC,NA,FALSE,ELETRICO,MOTOR DE COMBUSTAO,SENSOR DO PEDAL ACELERADOR,HMC - EXEC MANUT,Ajuste,Ajustar,CORTANDO ACELERAÇÃO,HMC - EXEC MANUT,HAUL-0165
Mina A,2019-01-20,2019-01-20T21:12:54Z,2019-01-20T22:53:12Z,1.67,202000252751,Filha,Fechada,1968-12-31T15:00:00Z,2019-01-20T22:53:35Z,HMC,NA,FALSE,ELETRICO,MOTOR DE COMBUSTAO,SENSOR DO PEDAL ACELERADOR,HMC - EXEC MANUT,Ajuste,Ajustar,CORTANDO ACELERAÇÃO,TENDA WN,HAUL-0165
Mina A,2019-01-20,2019-01-20T21:39:01Z,2019-01-20T23:14:00Z,1.57,202000252776,Mãe,Fechada,NA,2019-01-20T23:57:46Z,HMC,NA,FALSE,MOTOR DE COMBUSTAO,MOTOR DE COMBUSTAO,MOTOR DE COMBUSTAO,HMC - EXEC MANUT,Potencia,Avaliar,CORTE DO MOTOR CAMINHÃO EM MOVIMENTO,HMC - EXEC MANUT,HAUL-0149
Mina A,2019-01-20,2019-01-20T21:39:01Z,2019-01-20T23:14:00Z,1.59,202000252776,Filha,Fechada,1968-12-31T18:00:00Z,2019-01-20T23:57:46Z,HMC,NA,FALSE,MOTOR DE COMBUSTAO,MOTOR DE COMBUSTAO,MOTOR DE COMBUSTAO,HMC - EXEC MANUT,Potencia,Avaliar,CORTE DO MOTOR CAMINHÃO EM MOVIMENTO,HMC - EXEC MANUT,HAUL-0149
Mina A,2019-01-20,2019-01-20T21:58:17Z,2019-01-20T23:13:05Z,1.25,202000252836,Mãe,Fechada,NA,2019-01-20T23:59:03Z,HMC,NA,FALSE,ELETRICO,MODULO INFORMACOES VITAIS,MONITOR,HMC - EXEC MANUT,Nao Identificado,Reparar,ALARME NÃO IDENTIFICADO,HMC - EXEC MANUT,HAUL-0151
Mina A,2019-01-20,2019-01-20T21:58:17Z,2019-01-20T23:13:05Z,1.25,202000252836,Filha,Fechada,1968-12-31T15:00:00Z,2019-01-20T23:59:03Z,HMC,NA,FALSE,ELETRICO,MODULO INFORMACOES VITAIS,MONITOR,HMC - EXEC MANUT,Nao Identificado,Reparar,ALARME NÃO IDENTIFICADO,B OFC N5,HAUL-0151
Mina A,2019-01-20,2019-01-20T22:07:10Z,2019-01-21T02:05:44Z,3.94,202000252833,Mãe,Fechada,NA,2019-01-21T05:39:47Z,HMC,NA,FALSE,ELETRICO,BALANCA,SENSOR SUSPENSAO TD,HMC - EXEC MANUT,Desparametrizacao,Configurar,FALHA NO SENSOR DA SUSPENSÃO TD,HMC - EXEC MANUT,HAUL-0087
Mina A,2019-01-20,2019-01-20T22:07:10Z,2019-01-21T02:05:44Z,3.98,202000252833,Filha,Fechada,1968-12-31T18:00:00Z,2019-01-21T05:39:47Z,HMC,NA,FALSE,ELETRICO,BALANCA,SENSOR SUSPENSAO TD,HMC - EXEC MANUT,Desparametrizacao,Configurar,FALHA NO SENSOR DA SUSPENSÃO TD,TENDA BSM3,HAUL-0087
Mina A,2019-01-20,2019-01-20T22:07:16Z,2019-01-21T11:31:59Z,13.54,202000252832,Mãe,Fechada,NA,2019-01-21T14:51:21Z,MPNS,NA,FALSE,LOCOMOCAO,RODA TDE,PNEU,MPNS - EXEC MANUT,Furo,Ajustar,AVALIAR PNEU TDE,MPNS - EXEC MANUT,HAUL-0163
Mina A,2019-01-20,2019-01-20T22:07:16Z,2019-01-21T10:10:54Z,12.07,202000252832,Filha,Fechada,1968-12-31T15:00:00Z,2019-01-21T14:51:21Z,MPNS,NA,FALSE,LOCOMOCAO,RODA TDE,PNEU,MPNS - EXEC MANUT,Furo,Ajustar,AVALIAR PNEU TDE,MPNS - EXEC MANUT,HAUL-0163
Mina A,2019-01-20,2019-01-20T22:19:36Z,2019-01-20T22:56:17Z,0.61,202000252839,Mãe,Fechada,NA,2019-01-21T00:00:22Z,HMC,NA,FALSE,COMBATE INCENDIO,EXTINTOR DE INCENDIO,SUPORTE,HMC - EXEC MANUT,Desgaste,Reparar,REPOR SUPORTE DO EXTINTOR,HMC - EXEC MANUT,HAUL-0070
Mina A,2019-01-20,2019-01-20T22:19:36Z,2019-01-20T22:56:17Z,0.61,202000252839,Filha,Fechada,1968-12-31T15:00:00Z,2019-01-21T00:00:22Z,HMC,NA,FALSE,COMBATE INCENDIO,EXTINTOR DE INCENDIO,SUPORTE,HMC - EXEC MANUT,Desgaste,Reparar,REPOR SUPORTE DO EXTINTOR,B SUL 4,HAUL-0070
Mina A,2019-01-20,2019-01-20T22:26:02Z,2019-01-20T22:58:39Z,0.55,202000252885,Mãe,Fechada,NA,2019-01-20T23:51:43Z,MPNS,NA,FALSE,MOTOR DE COMBUSTAO,ARREFECIMENTO,RADIADOR,MPNS - EXEC MANUT,Obstrucao,Trocar,SUBSTITUIR VEDAÇÃO DOS MODULOS DA RADIADOR,MPNS - EXEC MANUT,HAUL-0076
Mina A,2019-01-20,2019-01-20T22:26:02Z,2019-01-20T22:58:39Z,0.55,202000252885,Filha,Fechada,1968-12-31T15:00:00Z,2019-01-20T23:51:43Z,MPNS,NA,FALSE,MOTOR DE COMBUSTAO,ARREFECIMENTO,RADIADOR,MPNS - EXEC MANUT,Obstrucao,Trocar,SUBSTITUIR VEDAÇÃO DOS MODULOS DA RADIADOR,N4E- CENTRAL,HAUL-0076
Mina A,2019-01-20,2019-01-20T22:44:15Z,2019-01-22T23:13:23Z,48.81,202000178579,Mãe,Fechada,2019-01-22T20:00:00Z,2019-01-22T23:32:33Z,MPS,2500,TRUE,REVISÃO DE 2500H,REVISÃO DE 2500H,REVISÃO DE 2500H,MPS - EXEC MANUT,Revisão De 2500h,Revisão De 2500h,REVISÃO ELETROMECÂNICA DE 2500HRS.,MPS - EXEC MANUT,HAUL-0147
Mina A,2019-01-20,2019-01-20T22:44:15Z,2019-01-21T03:24:59Z,4.64,202000178579,Filha,Fechada,1968-12-31T03:00:00Z,2019-01-22T23:32:33Z,MPS,2500,TRUE,REVISÃO DE 2500H,REVISÃO DE 2500H,REVISÃO DE 2500H,MPS - EXEC MANUT,Revisão De 2500h,Revisão De 2500h,REVISÃO 250HS,N5 OFICINA,HAUL-0147
Mina A,2019-01-20,2019-01-20T23:25:01Z,2019-01-21T01:11:36Z,1.78,202000252948,Mãe,Fechada,NA,2019-01-21T05:39:07Z,HMC,NA,FALSE,COMBATE INCENDIO,ACIONAMENTO AUTOMATICO,ALARME,HMC - EXEC MANUT,Nao Identificado,Normalizar,LUZ AMARELA DO AFEX,HMC - EXEC MANUT,HAUL-0036
Mina A,2019-01-20,2019-01-20T23:25:01Z,2019-01-21T01:00:11Z,1.58,202000252948,Filha,Fechada,1968-12-31T12:00:00Z,2019-01-21T05:39:07Z,HMC,NA,FALSE,COMBATE INCENDIO,ACIONAMENTO AUTOMATICO,ALARME,HMC - EXEC MANUT,Nao Identificado,Normalizar,LUZ AMARELA DO AFEX,B SUL 4,HAUL-0036
Mina A,2019-01-20,2019-01-20T23:41:38Z,2019-01-21T01:28:13Z,1.76,202000252956,Mãe,Fechada,NA,2019-01-21T05:40:05Z,HMC,NA,FALSE,MOTOR DE COMBUSTAO,ADMISSAO,FILTRO DE AR PRIMARIO,HMC - EXEC MANUT,Obstrucao,Trocar,BX RENDIMENTO,HMC - EXEC MANUT,HAUL-0056
Mina A,2019-01-20,2019-01-20T23:41:38Z,2019-01-21T01:28:13Z,1.78,202000252956,Filha,Fechada,1968-12-31T15:00:00Z,2019-01-21T05:40:05Z,HMC,NA,FALSE,MOTOR DE COMBUSTAO,ADMISSAO,FILTRO DE AR PRIMARIO,HMC - EXEC MANUT,Obstrucao,Trocar,BX RENDIMENTO,B SUL 4,HAUL-0056
Mina A,2019-01-21,2019-01-21T00:07:27Z,2019-01-21T00:09:21Z,0.03,202000001111,Mãe,Fechada,NA,2019-01-21T05:40:32Z,MPNS,NA,FALSE,ERRO DE APROPRIAÇÃO DE CÓDIGO,ERRO DE APROPRIAÇÃO DE CÓDIGO,ERRO DE APROPRIAÇÃO DE CÓDIGO,MPNS - EXEC MANUT,Erro De Apropriação De Código,Erro De Apropriação De Código,NA,MPNS - EXEC MANUT,HAUL-0088
Mina A,2019-01-21,2019-01-21T00:26:40Z,2019-01-21T01:28:40Z,1.04,202000253807,Mãe,Fechada,NA,2019-01-21T05:35:04Z,HMC,NA,FALSE,ESTRUTURA,CABINE,BANCO,HMC - EXEC MANUT,Ajuste,Reparar,BANCO DO OPERADOR,HMC - EXEC MANUT,HAUL-0075
Mina A,2019-01-21,2019-01-21T00:26:40Z,2019-01-21T01:28:40Z,1.03,202000253807,Filha,Fechada,1968-12-31T15:00:00Z,2019-01-21T05:35:04Z,HMC,NA,FALSE,ESTRUTURA,CABINE,BANCO,HMC - EXEC MANUT,Ajuste,Reparar,BANCO DO OPERADOR,BAIAS 670,HAUL-0075
Mina A,2019-01-21,2019-01-21T01:00:11Z,2019-01-21T01:11:36Z,0.19,202000252948,Filha,Fechada,1968-12-31T15:00:00Z,2019-01-21T05:39:07Z,HMC,NA,FALSE,COMBATE INCENDIO,ACIONAMENTO AUTOMATICO,ALARME,HMC - EXEC MANUT,Nao Identificado,Normalizar,LUZ AMARELA DO AFEX,B SUL 4,HAUL-0036
Mina A,2019-01-21,2019-01-21T01:59:08Z,2019-01-21T02:08:20Z,0.15,202000235564,Filha,Fechada,1968-12-31T09:00:00Z,2019-01-21T14:52:58Z,MPS,250,TRUE,PIT-STOP - 250HS,PIT STOP,PIT STOP,MPNS - EXEC MANUT,Pit Stop,Pit Stop,PIT STOP,N4E-OFICINA CENTRAL,HAUL-0052
Mina A,2019-01-21,2019-01-21T02:08:20Z,2019-01-23T10:52:50Z,56.36,202000235564,Filha,Fechada,1968-12-31T12:00:00Z,2019-01-21T14:52:58Z,MPS,250,TRUE,PIT-STOP - 250HS,PIT STOP,PIT STOP,MPNS - EXEC MANUT,Pit Stop,Pit Stop,PIT STOP,N4E-OFICINA CENTRAL,HAUL-0052
Mina A,2019-01-21,2019-01-21T02:09:54Z,2019-01-21T05:39:30Z,3.46,202000252756,Filha,Fechada,1968-12-31T09:00:00Z,2019-01-21T23:49:11Z,HMC,NA,FALSE,LOCOMOCAO,RODA TDE,PNEU,HMC - EXEC MANUT,Folga,Torquear,REPOSICIONAR RODA TDE,OFC PNEUS,HAUL-0143
Mina A,2019-01-21,2019-01-21T02:10:39Z,2019-01-21T02:37:11Z,0.44,202000253374,Mãe,Fechada,NA,2019-01-21T05:40:49Z,MPNS,NA,FALSE,MOTOR DE COMBUSTAO,ARREFECIMENTO,LIQUIDO ARREFECIMENTO,MPNS - EXEC MANUT,Nivel Baixo,Completar,BAIXO NIVEL DO LIQUIDO ARREFECEDOR DO MOTOR,MPNS - EXEC MANUT,HAUL-0076
Mina A,2019-01-21,2019-01-21T02:10:39Z,2019-01-21T02:37:11Z,0.44,202000253374,Filha,Fechada,1968-12-31T18:00:00Z,2019-01-21T05:40:49Z,MPNS,NA,FALSE,MOTOR DE COMBUSTAO,ARREFECIMENTO,LIQUIDO ARREFECIMENTO,MPNS - EXEC MANUT,Nivel Baixo,Completar,BAIXO NIVEL DO LIQUIDO ARREFECEDOR DO MOTOR,N4E 670,HAUL-0076
Mina A,2019-01-21,2019-01-21T02:25:37Z,2019-01-21T10:26:44Z,7.99,202000257536,Mãe,Fechada,NA,2019-01-21T14:50:41Z,HMC,NA,FALSE,PROPULSAO E RETARDO,CONTATOR P1,CONEXOES ELETRICAS,HMC - EXEC MANUT,Avaria,Reparar,PROPULSÃO,HMC - EXEC MANUT,HAUL-0137
Mina A,2019-01-21,2019-01-21T02:25:37Z,2019-01-21T10:26:44Z,7.96,202000257536,Filha,Fechada,1968-12-31T18:00:00Z,2019-01-21T14:50:41Z,HMC,NA,FALSE,PROPULSAO E RETARDO,CONTATOR P1,CONEXOES ELETRICAS,HMC - EXEC MANUT,Avaria,Reparar,PROPULSÃO,HMC - EXEC MANUT,HAUL-0137
Mina A,2019-01-21,2019-01-21T02:33:21Z,2019-01-21T02:54:24Z,0.35,202000145936,Mãe,Fechada,NA,2019-01-21T05:35:29Z,MPS,NA,FALSE,COMUNICACAO,DESPACHO,ANTENA,MPS - EXEC MANUT,Avaria,Reparar,DESPACHO,MPS - EXEC MANUT,HAUL-0089
Mina A,2019-01-21,2019-01-21T02:33:21Z,2019-01-21T02:54:24Z,0.35,202000145936,Filha,Fechada,1968-12-31T15:00:00Z,2019-01-21T05:35:29Z,MPS,NA,FALSE,COMUNICACAO,DESPACHO,ANTENA,MPS - EXEC MANUT,Avaria,Reparar,DESPACHO,MPS - EXEC MANUT,HAUL-0089
Mina A,2019-01-21,2019-01-21T02:33:57Z,2019-01-21T02:40:34Z,0.11,202000257814,Mãe,Fechada,NA,2019-01-21T05:41:34Z,MPNS,NA,FALSE,MOTOR DE COMBUSTAO,COMBUSTIVEL,FILTRO PRO,MPNS - EXEC MANUT,Obstrucao,Desobstruir,FILTRO DE COMBUSTIVEL,MPNS - EXEC MANUT,HAUL-0135
Mina A,2019-01-21,2019-01-21T02:33:57Z,2019-01-21T02:40:34Z,0.11,202000257814,Filha,Fechada,1968-12-31T18:00:00Z,2019-01-21T05:41:34Z,MPNS,NA,FALSE,MOTOR DE COMBUSTAO,COMBUSTIVEL,FILTRO PRO,MPNS - EXEC MANUT,Obstrucao,Desobstruir,FILTRO DE COMBUSTIVEL,MPNS - EXEC MANUT,HAUL-0135
Mina A,2019-01-21,2019-01-21T02:40:12Z,2019-01-21T03:13:35Z,0.55,202000258133,Mãe,Fechada,NA,2019-01-21T05:33:12Z,HMC,NA,FALSE,COMUNICACAO,DESPACHO,PAINEL CGC,HMC - EXEC MANUT,Quebra,Trocar,SUBSTITUIR PAINEL DO DESPACHO,HMC - EXEC MANUT,HAUL-0088
Mina A,2019-01-21,2019-01-21T02:40:12Z,2019-01-21T03:13:35Z,0.56,202000258133,Filha,Fechada,1968-12-31T15:00:00Z,2019-01-21T05:33:12Z,HMC,NA,FALSE,COMUNICACAO,DESPACHO,PAINEL CGC,HMC - EXEC MANUT,Quebra,Trocar,SUBSTITUIR PAINEL DO DESPACHO,HMC - EXEC MANUT,HAUL-0088
Mina A,2019-01-21,2019-01-21T03:24:59Z,2019-01-21T05:22:56Z,1.99,202000178579,Filha,Fechada,1968-12-31T06:00:00Z,2019-01-22T23:32:33Z,MPS,2500,TRUE,REVISÃO DE 2500H,REVISÃO DE 2500H,REVISÃO DE 2500H,MPS - EXEC MANUT,Revisão De 2500h,Revisão De 2500h,REVISÃO 250HS,N5 OFICINA,HAUL-0147
Mina A,2019-01-21,2019-01-21T03:36:32Z,2019-01-21T04:03:43Z,0.45,202000000111,Mãe,Fechada,NA,2019-01-21T05:41:21Z,HMC,NA,FALSE,ERRO DE APROPRIAÇÃO DE CÓDIGO,ERRO DE APROPRIAÇÃO DE CÓDIGO,ERRO DE APROPRIAÇÃO DE CÓDIGO,HMC - EXEC MANUT,Erro De Apropriação De Código,Erro De Apropriação De Código,NA,HMC - EXEC MANUT,HAUL-0039
Mina A,2019-01-21,2019-01-21T05:22:56Z,2019-01-22T21:17:11Z,39.68,202000178579,Filha,Fechada,1968-12-31T06:00:00Z,2019-01-22T23:32:33Z,MPS,2500,TRUE,REVISÃO DE 2500H,REVISÃO DE 2500H,REVISÃO DE 2500H,MPS - EXEC MANUT,Revisão De 2500h,Revisão De 2500h,REVISÃO 250HS,N5 OFICINA,HAUL-0147
Mina A,2019-01-21,2019-01-21T05:39:30Z,2019-01-21T17:20:17Z,11.71,202000252756,Filha,Fechada,1968-12-31T12:00:00Z,2019-01-21T23:49:11Z,HMC,NA,FALSE,LOCOMOCAO,RODA TDE,PNEU,HMC - EXEC MANUT,Folga,Torquear,REPOSICIONAR RODA TDE,OFC PNEUS,HAUL-0143
Mina A,2019-01-21,2019-01-21T06:00:00Z,2019-01-23T10:52:50Z,52.41,202000066372,Filha,Fechada,NA,2019-01-21T11:25:11Z,MPS,500,TRUE,REVISÃO DE 500H,REVISÃO DE 500H,REVISÃO DE 500H,MPS - EXEC MANUT,Revisão De 500h,Revisão De 500h,REVISÃO ELETROMECÂNICA DE 500HRS,OFICINA CENTRALIZADA,HAUL-0052
