id_ciclo,data_hora_inicio,turno,equipe,id_equipamento,id_carga,massa_transportada,carga_alvo,TVV,TFC,TMC,TC,TVC,TFB,TMB,TB,tempo_ciclo_total,dmt_total,tkph_viagem
5726,2023-06-29T04:12:44Z,Noite,Turma C,HAUL-0016,LOAD-0001,357.99,431.57,5.65,3.57,0.98,3.4,12.56,0,0,0.94,27.24,1168.83,1213.8
5727,2023-06-29T04:26:42Z,Noite,Turma C,HAUL-0024,LOAD-0002,359.76,433.62,6.25,3.44,1.01,2.75,6.95,0,0,2.8,23.08,889.79,939.4
5728,2023-06-29T04:26:00Z,Noite,Turma C,HAUL-0007,LOAD-0003,215.16,269.52,6.88,0,1.8,3.62,11.67,0,0,0.28,24.15,585.7,622.49
5729,2023-06-29T04:33:48Z,Noite,Turma C,HAUL-0028,LOAD-0002,413.02,429.98,6.14,0,1.7,2.87,8,0,0,0.84,19.62,1054.41,1094.29
5730,2023-06-16T05:06:28Z,Noite,Turma A,HAUL-0014,LOAD-0003,238.03,272.55,1.02,0.73,4.35,4.57,8.26,0,0,0.81,19.84,747.37,792.4
5731,2023-06-16T05:11:57Z,Noite,Turma A,HAUL-0023,LOAD-0001,408.99,431.62,4.93,0,0.03,2.97,4.54,0,0,1.44,13.81,1012.97,1048.91
5732,2023-06-16T05:17:02Z,Noite,Turma A,HAUL-0012,LOAD-0003,241.06,269.76,8.89,0,0,2.61,11.37,1.14,0,0.67,24.75,895.53,969.11
5734,2023-06-20T21:30:45Z,Dia,Turma D,HAUL-0029,LOAD-0001,387.6,430.68,22.7,0,0.94,3.39,9.58,1.71,0,1.01,39.3,1046.32,1109.99
5735,2023-06-20T20:56:57Z,Dia,Turma D,HAUL-0030,LOAD-0001,424.56,430.59,14.53,9.05,1.27,3.74,21.82,0,0,0.84,50.85,1716.47,1810.9
5737,2023-06-20T21:08:58Z,Dia,Turma D,HAUL-0021,LOAD-0001,393.81,427.4,23.04,2.54,1.59,2.95,10.44,0.48,0,0.82,42.29,1068.54,1126.59
5738,2023-06-20T21:04:03Z,Dia,Turma D,HAUL-0027,LOAD-0001,400.7,433.51,5.39,13.95,1.01,6.06,11.3,0.48,0,0.93,39.17,1627.15,1699.47
5739,2023-06-30T09:06:53Z,Noite,Turma C,HAUL-0004,LOAD-0003,232.48,270.98,5.58,4.25,1.16,3.26,6.76,0.47,0,1.15,22.59,360.09,390.61
5740,2023-06-30T09:25:16Z,Noite,Turma C,HAUL-0004,LOAD-0003,238.32,268.95,5.79,0,1.04,3.12,7.23,1,0,0.77,19.15,367.24,399.12
5741,2023-06-30T08:50:04Z,Noite,Turma C,HAUL-0018,LOAD-0001,382.54,427.78,6.24,7.24,2.52,2.58,9.43,0,0,0.02,28.02,1340.22,1417.54
5742,2023-06-30T08:16:51Z,Noite,Turma C,HAUL-0004,LOAD-0003,239.16,271.55,14.83,0,1.28,4.9,4.89,1.3,0,0.97,28.26,365.44,395
5743,2023-06-30T08:55:21Z,Noite,Turma C,HAUL-0025,LOAD-0001,371.41,430.49,6.06,6.66,1.57,3.73,8.44,0,0,0.91,27.53,1320.07,1393.22
5744,2023-06-30T08:58:48Z,Noite,Turma C,HAUL-0003,LOAD-0003,164.9,271.35,7.54,2.97,1.38,3.8,5.47,0,0,1.03,22.04,247.28,276.17
5745,2023-06-09T11:49:15Z,Dia,Turma D,HAUL-0004,LOAD-0001,225.21,268.5,6.26,3.03,0.98,1.21,12.92,1.31,0,0.48,26.12,673.38,728.02
5746,2023-06-09T14:18:50Z,Dia,Turma D,HAUL-0028,LOAD-0001,394.56,426.48,4.91,0.84,0.83,2.97,12.12,0,0,0,21.9,1177.71,1218.29
5747,2023-06-08T19:30:40Z,Dia,Turma D,HAUL-0010,LOAD-0004,224.52,269.19,5.6,6.51,0.79,3.47,2.19,0.34,0,0.45,19.42,139.17,151.07
5748,2023-06-08T19:41:00Z,Dia,Turma D,HAUL-0003,LOAD-0004,224.26,268.82,2.38,6.5,0.13,6.91,2.41,0.26,0,0.62,19.26,117.64,123.27
5749,2023-06-22T05:00:52Z,Noite,Turma C,HAUL-0003,LOAD-0003,223.9,269.93,13.52,5.52,1.21,2.99,7.94,0.86,0,0.52,32.66,492.33,517.33
5750,2023-06-22T05:01:03Z,Noite,Turma C,HAUL-0013,LOAD-0004,166.69,269.17,7.2,0,2.79,4.77,6.55,1.16,0,0.42,23.05,340.51,378.1
5751,2023-06-06T19:47:42Z,Dia,Turma B,HAUL-0001,LOAD-0003,250.03,267.56,7.1,8.22,0.02,2.75,4.31,0,0,0.67,23.05,0,0
5752,2023-06-04T05:02:01Z,Noite,Turma C,HAUL-0002,LOAD-0003,229.48,269.18,10.87,1.82,1.68,3.59,8.8,1.09,0,0.92,28.84,586.68,637.71
5753,2023-06-09T00:06:57Z,Noite,Turma C,HAUL-0017,LOAD-0001,387.49,433.79,11.51,0,2.4,2.62,9.97,0,0,0,26.43,908.57,951.58
5754,2023-06-09T00:11:20Z,Noite,Turma C,HAUL-0023,LOAD-0001,355.78,428.2,5.61,0.9,1.25,4.55,8.06,0,0,1.3,21.63,963.01,1019.59
5755,2023-06-09T00:11:14Z,Noite,Turma C,HAUL-0018,LOAD-0001,387.03,432.1,7.49,3.63,0.18,4.14,9.83,0,0,1.88,27.37,1251.74,1304.32
5756,2023-06-09T00:14:41Z,Noite,Turma C,HAUL-0005,LOAD-0001,176.32,270.9,7.21,0,2.21,0.89,8.12,0.22,0,0.9,19.45,304.04,337.44
5757,2023-06-28T13:19:38Z,Dia,Turma D,HAUL-0008,LOAD-0001,224.79,271.47,7.24,0,1.2,2.06,3.59,1.13,0,0.75,15.93,205.77,224.23
5758,2023-06-28T13:12:06Z,Dia,Turma D,HAUL-0031,LOAD-0001,399.43,432.61,15.06,9.48,0.33,4.99,5.67,0,0,1.38,37.01,821.91,853.48
5759,2023-06-28T19:59:39Z,Dia,Turma B,HAUL-0029,LOAD-0001,349.7,428.08,7.45,3,0.31,3.2,12.2,0,0,0,25.78,83.15,88.64
5762,2023-06-12T01:35:17Z,Noite,Turma C,HAUL-0003,LOAD-0003,162.57,271.77,4.09,0,0.08,3.05,4.81,0.17,0,0.75,13.08,161.78,181.64
5764,2023-06-19T05:18:15Z,Noite,Turma C,HAUL-0013,LOAD-0001,241.59,270.85,4.22,0,2.32,2.6,13.67,4.19,0,0.9,27.71,897.74,961.1
5765,2023-06-19T05:23:54Z,Noite,Turma C,HAUL-0010,LOAD-0001,204.65,271.56,24.16,4.6,1.2,1.21,13.11,1.94,0,0.76,46.6,750.06,819.08
5766,2023-06-19T05:23:08Z,Noite,Turma C,HAUL-0002,LOAD-0001,232,267.63,4.49,4.1,1.09,2.12,13.96,2.33,0,0.91,29.11,912.28,999.59
5767,2023-06-19T05:19:54Z,Noite,Turma C,HAUL-0019,LOAD-0001,335.49,428.35,8.49,2.48,1.28,2.63,12.68,0,0,4.84,32.49,1367.39,1445.03
5768,2023-06-19T05:29:43Z,Noite,Turma C,HAUL-0003,LOAD-0001,216.42,268.3,8.73,0,1.71,1.58,15.33,0,0,0.87,28.6,828.15,876.39
5769,2023-06-19T05:27:48Z,Noite,Turma C,HAUL-0016,LOAD-0001,391.67,432.6,15.31,6.06,2.11,2.57,15.68,0,0,4.94,46.69,1629.53,1685.84
5770,2023-06-19T05:31:35Z,Noite,Turma C,HAUL-0030,LOAD-0001,384.93,431.8,11.88,6.25,1.11,2.67,13.66,0,0,3.29,38.82,1582.45,1672.94
5771,2023-06-29T04:34:14Z,Noite,Turma C,HAUL-0021,LOAD-0001,346.18,429.6,7.85,0.59,1.61,2.59,6.82,0,0,1.65,21.03,698.01,724.84
5772,2023-06-29T04:30:51Z,Noite,Turma C,HAUL-0008,LOAD-0003,217.92,269.73,9.67,0.17,1.27,3.58,15.41,0.67,0,0.7,31.72,768.59,816.2
5773,2023-06-29T04:44:34Z,Noite,Turma C,HAUL-0016,LOAD-0003,381.01,433.76,7.96,2.97,1.19,5.52,6.38,0,0,2.67,26.62,773.69,815.63
5774,2023-06-29T04:45:55Z,Noite,Turma C,HAUL-0024,LOAD-0002,294.77,434.11,6.32,0,0.85,2.32,6.12,0,0,2.42,17.84,722.8,775.31
5775,2023-06-22T04:37:41Z,Noite,Turma C,HAUL-0024,LOAD-0002,276.93,428.32,8.37,6.27,2.26,1.61,10.1,0.96,0,1.15,30.9,1104.65,1184.46
5776,2023-06-22T04:42:46Z,Noite,Turma C,HAUL-0028,LOAD-0002,312.1,430.66,10.28,0,1.13,3.14,12.12,0.77,0,1.04,28.16,1259.49,1334.16
5777,2023-06-22T04:33:48Z,Noite,Turma C,HAUL-0016,LOAD-0002,377.48,430.65,3.96,2.71,0.73,3.2,11.26,10.91,0,0.94,33.69,1512.92,1616.06
5778,2023-06-22T04:51:02Z,Noite,Turma C,HAUL-0021,LOAD-0002,348.59,426.16,8.98,2.6,1.22,2.65,12.74,0.2,0,0.83,29.47,1395.95,1474.48
5779,2023-06-22T04:55:14Z,Noite,Turma C,HAUL-0017,LOAD-0002,363.85,426.65,9.99,2.19,1.25,2.93,12.11,2.32,0,2.07,33.33,1497.38,1572.01
5780,2023-06-24T05:49:54Z,Noite,Turma C,HAUL-0014,LOAD-0003,169.87,272.66,6.12,1.85,2.47,2.32,5.93,0.57,0,1.07,20.41,235.6,267.58
5781,2023-06-24T05:48:37Z,Noite,Turma C,HAUL-0025,LOAD-0001,386.77,428.46,9.48,2.29,0.8,3.55,11.88,0,0,3.32,31.54,1234.35,1311.56
5782,2023-06-24T05:54:44Z,Noite,Turma C,HAUL-0011,LOAD-0003,175.5,269.48,8.89,4.24,1.48,3.34,8.68,0.9,0,0.85,28.51,244.78,278.7
5783,2023-06-24T05:56:16Z,Noite,Turma C,HAUL-0018,LOAD-0001,371.23,428.64,14.33,2.19,1.09,2.66,9.86,0.03,0,0.97,30.89,1205.36,1249.51
5784,2023-06-26T00:19:45Z,Noite,Turma C,HAUL-0031,LOAD-0001,328.12,430.3,4.55,3,0.93,2.02,5.49,0,0,3.33,19.23,462.88,478.74
5785,2023-06-26T00:22:33Z,Noite,Turma C,HAUL-0016,LOAD-0002,361.81,425.99,1.98,13.05,0.81,3.44,6.16,0,0,0.4,25.75,890.64,926.98
5786,2023-06-26T00:22:47Z,Noite,Turma C,HAUL-0025,LOAD-0001,327.82,431,2.73,5.46,0.92,2.1,5.02,0,0,1.9,17.99,463.56,486.31
5787,2023-06-26T00:21:28Z,Noite,Turma C,HAUL-0022,LOAD-0001,399.42,428.4,10.51,4.01,2.02,2.16,10.43,0,0,1.68,30.66,1274.28,1339.63
5788,2023-06-26T00:20:47Z,Noite,Turma C,HAUL-0014,LOAD-0003,211.23,270.25,8.03,6.27,1.63,4.09,10.56,1.58,0,0.8,33.02,606.51,675.95
5789,2023-06-26T00:24:14Z,Noite,Turma C,HAUL-0030,LOAD-0001,405.64,427.76,8.74,7.91,2.08,2.7,9.02,0,0,0.93,31.46,1237.39,1271.02
5790,2023-06-26T00:26:27Z,Noite,Turma C,HAUL-0018,LOAD-0001,385.78,431.84,5.94,5.4,1.09,2.58,4.9,0,0,4.27,24.3,556.86,571.87
5791,2023-06-28T01:40:09Z,Noite,Turma A,HAUL-0027,LOAD-0002,309.32,430.41,6.26,0,0.59,3.35,5.3,0,0,4.68,20.15,689.06,745.38
5792,2023-06-28T01:45:15Z,Noite,Turma A,HAUL-0031,LOAD-0002,366.98,432.83,8.98,0,1.18,3.1,4.01,0,0,3.33,20.58,838.18,882.26
5793,2023-06-28T01:47:09Z,Noite,Turma A,HAUL-0013,LOAD-0001,155.15,267.98,5.46,2.84,1.49,1.64,6.79,0.2,0,0.66,19.18,413.34,310.86
5794,2023-06-28T01:52:20Z,Noite,Turma A,HAUL-0002,LOAD-0003,240.44,267.63,4.43,0,2,2.83,5.4,0.65,0,0.69,16.06,333.02,357.77
5795,2023-06-28T01:49:32Z,Noite,Turma A,HAUL-0015,LOAD-0002,392.19,427.97,3.99,0,1.21,2.95,8.63,0,0,3.18,20.18,1206.09,1265.46
5796,2023-06-30T18:07:03Z,Dia,Turma B,HAUL-0022,LOAD-0001,357.75,433.62,6.25,2.34,1.49,2.85,10.47,0,0,1.5,24.94,1164.55,1227.44
5797,2023-06-30T18:11:05Z,Dia,Turma B,HAUL-0030,LOAD-0001,359.34,433.54,7.84,0.32,1.29,2.77,11.06,0,0,1,24.4,1161.36,1238.02
5799,2023-06-02T02:16:30Z,Noite,Turma C,HAUL-0027,LOAD-0001,269.54,429.03,2.9,2.3,1.11,3.99,11.75,0,0,0.52,22.41,1010.01,1092.56
5800,2023-06-02T02:04:38Z,Noite,Turma C,HAUL-0003,LOAD-0003,157.49,270.72,12.93,0,1.63,2.18,23.98,0,0,0.79,41.28,1265.81,980.06
5801,2023-06-02T02:11:23Z,Noite,Turma C,HAUL-0021,LOAD-0001,314.97,432.99,8.87,1.81,4.51,2.75,12.7,0,0,1.87,32.65,1250.16,1331.04
5802,2023-06-02T02:01:14Z,Noite,Turma C,HAUL-0029,LOAD-0001,405.26,431.32,4.06,12.31,1.08,4.41,14.73,0,0,1.64,37.71,1596.43,1677.27
5803,2023-06-05T12:55:23Z,Dia,Turma D,HAUL-0021,LOAD-0001,353.61,431.73,10.99,4.12,1.45,3.24,26.94,0,0,1.35,48.34,1362.78,1429.29
5804,2023-06-05T13:13:14Z,Dia,Turma D,HAUL-0015,LOAD-0001,356.97,426.63,25.6,0,0.98,3.59,10.45,0,0,1.97,42.94,1164.85,1222.97
5805,2023-06-05T13:22:48Z,Dia,Turma D,HAUL-0030,LOAD-0001,394.06,431.12,14.11,4.27,1.01,4.43,9.62,0,0,0.9,34.6,1305.89,1366.1
5806,2023-06-05T13:27:31Z,Dia,Turma D,HAUL-0026,LOAD-0001,287.16,428.83,46.41,8.82,1.08,3.63,13.93,0,0,1.49,74.73,939.29,1005.45
5807,2023-06-08T15:40:23Z,Dia,Turma D,HAUL-0015,LOAD-0001,371.79,428.69,1.62,3.77,1.01,3.17,5.94,0,0,1.52,17.11,917.98,957.21
5808,2023-06-08T15:36:12Z,Dia,Turma D,HAUL-0028,LOAD-0001,397.62,429.56,3.91,0,0.03,3.38,9.9,0,0,2.66,19.95,1488.51,1591.29
5809,2023-06-08T15:28:51Z,Dia,Turma D,HAUL-0016,LOAD-0001,377.01,431.9,0.86,2.12,1.14,3.09,11.17,0,0,1.09,19.24,932.95,971.87
5810,2023-06-12T08:18:21Z,Noite,Turma C,HAUL-0020,LOAD-0001,372.47,430.52,6.84,3.3,1.89,2.96,9.58,0,0,2.72,27.11,913.86,968.94
5811,2023-06-12T08:21:15Z,Noite,Turma C,HAUL-0026,LOAD-0001,281.55,427.7,6.35,0.55,0.65,2.26,8.97,0,0,0.74,19.4,701.34,745.39
5812,2023-06-12T08:22:27Z,Noite,Turma C,HAUL-0021,LOAD-0001,372.84,429.1,8.29,5.22,0.75,2.83,10.1,0,0,0.84,27.65,2202.27,2336.37
5813,2023-06-04T05:32:51Z,Noite,Turma C,HAUL-0005,LOAD-0003,194.01,268.11,16.69,0,1.38,4.3,11.53,0,0,0.86,34.94,637.19,708.5
5814,2023-06-04T05:55:39Z,Noite,Turma C,HAUL-0002,LOAD-0003,234.97,268.99,12.12,2.58,2.23,3.47,12.18,0.92,0,0.66,34.04,738,791.9
5815,2023-06-09T00:19:30Z,Noite,Turma C,HAUL-0025,LOAD-0001,379.1,428.82,9.72,0,0,2.36,5.98,0,0,1.98,20,691.8,726.48
5816,2023-06-09T00:16:58Z,Noite,Turma C,HAUL-0024,LOAD-0001,319.9,432.47,7.5,0,0.43,3.42,10.41,0,0,0.89,22.84,1012.7,1074.7
5817,2023-06-09T00:21:00Z,Noite,Turma C,HAUL-0016,LOAD-0001,379.29,428.59,11.91,3.1,0.84,3.17,8.43,0,0,0.8,28.37,900.75,940.08
5818,2023-06-09T00:23:39Z,Noite,Turma C,HAUL-0004,LOAD-0003,224.84,271.13,4.06,1.49,1.05,3.31,6.52,0.5,0,1.02,17.96,172.48,188.31
5819,2023-06-09T00:25:29Z,Noite,Turma C,HAUL-0012,LOAD-0001,230.26,270.97,9.57,2.13,1.36,2.24,9.44,0.41,0,0.97,26.1,430.54,465.59
5820,2023-06-12T02:09:28Z,Noite,Turma C,HAUL-0002,LOAD-0003,226.18,269.07,9.27,0,1.51,3.27,5.02,2.27,0,0.98,22.15,236.15,256.9
5821,2023-06-19T05:34:44Z,Noite,Turma C,HAUL-0023,LOAD-0001,359.58,427.7,9.95,5.4,1.17,2,14.24,0,0,1.46,34.1,1466.63,1543.82
5822,2023-06-19T05:15:59Z,Noite,Turma C,HAUL-0031,LOAD-0001,422.76,434.03,10.89,6.85,1.78,3.08,28.03,0,0,6.46,56.99,1463.38,1839.11
5823,2023-06-19T05:34:26Z,Noite,Turma C,HAUL-0029,LOAD-0001,411.84,426.84,14.86,2.86,0.91,3.8,12.17,0,0,3.97,38.22,1595.83,1667.13
5824,2023-06-19T05:38:32Z,Noite,Turma C,HAUL-0017,LOAD-0001,406.36,427.08,16.98,6.86,1.13,2.95,11.05,0,0,3.23,42.38,1568.89,1632.99
5825,2023-06-19T05:38:54Z,Noite,Turma C,HAUL-0022,LOAD-0001,399.33,427.22,15.05,4.54,1.39,2.79,17.89,0,0,1.23,42.54,1672.52,1736.73
5826,2023-06-19T05:43:43Z,Noite,Turma C,HAUL-0027,LOAD-0001,309.17,431.37,13.89,0.4,1.37,3.85,14.27,0,0,1.83,35.79,1190.93,1235.47
5827,2023-06-19T05:48:23Z,Noite,Turma C,HAUL-0028,LOAD-0001,387.49,431.92,17.57,3.97,1.08,3.57,13.32,0,0,3.3,42.31,1489.59,1581.03
5828,2023-06-22T04:59:40Z,Noite,Turma C,HAUL-0025,LOAD-0002,355.6,426.71,15.83,0.61,1.74,2.7,10.69,1.03,0,0.86,33.49,1446.37,1540.56
5829,2023-06-22T05:06:10Z,Noite,Turma C,HAUL-0014,LOAD-0003,233.54,271,18.25,0,1.1,3.01,4.56,1.23,0,0.9,29.03,219.74,238.52
5830,2023-06-22T05:14:18Z,Noite,Turma C,HAUL-0030,LOAD-0002,366.13,431.68,2.89,2.79,0.87,3.06,8.09,4.21,0,0.74,22.66,1489.33,1589.36
5831,2023-06-22T05:18:10Z,Noite,Turma C,HAUL-0028,LOAD-0002,255.03,431.78,9.47,6.26,0.91,2.93,11.35,0.65,0,1.17,32.75,1032.42,1093.22
5832,2023-06-24T05:52:30Z,Noite,Turma C,HAUL-0029,LOAD-0001,382.75,425.9,16.93,0,0.4,1.43,14.71,0.82,0,0.83,34.88,1919.69,2007.45
5833,2023-06-24T06:08:14Z,Noite,Turma C,HAUL-0002,LOAD-0003,246.43,267.89,2.92,0,1.43,3.65,9.87,0.97,0,0.6,19.41,788.95,856
5834,2023-06-26T00:30:18Z,Noite,Turma C,HAUL-0029,LOAD-0001,342.67,426.16,4.28,0.2,1.01,2.85,5.71,0,0,2.01,15.96,479.42,510.62
5835,2023-06-26T00:34:57Z,Noite,Turma C,HAUL-0025,LOAD-0001,320.21,433.05,2.86,0,0.42,2,4.89,0,0,1.19,11.34,455.82,479.02
5836,2023-06-26T00:24:24Z,Noite,Turma C,HAUL-0011,LOAD-0003,216.48,270.73,1.4,8.56,3.31,0.3,7.32,3.69,0,0.69,25.38,651.08,678.93
5837,2023-06-26T00:30:30Z,Noite,Turma C,HAUL-0027,LOAD-0001,290.36,429.61,4.41,0,0.51,1.21,10.44,0,0,1.8,18.53,878.88,918.12
5838,2023-06-28T01:54:27Z,Noite,Turma A,HAUL-0017,LOAD-0002,388.68,431.02,4.48,9.67,1.21,3.67,6.56,0,0,1.45,26.92,937.32,975.65
5839,2023-06-28T01:58:00Z,Noite,Turma A,HAUL-0024,LOAD-0001,355.44,432.35,4.66,1.29,0.96,2.52,8.02,0,0,1.08,18.5,662.51,713.3
5840,2023-06-28T02:01:49Z,Noite,Turma A,HAUL-0013,LOAD-0003,218.88,271.58,4.59,0,0.58,1.91,5.54,0,0,2.2,14.73,309.87,327.36
5841,2023-06-30T18:21:30Z,Dia,Turma B,HAUL-0004,LOAD-0003,261.66,270.41,12.83,4.78,0.32,3.49,14.92,0,0,0.69,37.4,732.16,794.8
5842,2023-06-30T18:17:41Z,Dia,Turma B,HAUL-0011,LOAD-0003,261.98,271.25,15.46,7.99,1.48,2.49,8.31,0.12,0,0.63,36.47,775.22,846.15
5843,2023-06-30T18:32:56Z,Dia,Turma B,HAUL-0022,LOAD-0001,338.18,431.8,10.22,0,1.14,2.58,10.66,0,0,1.26,25.7,1044.05,1097.14
5844,2023-06-30T18:45:49Z,Dia,Turma B,HAUL-0018,LOAD-0001,367.04,432.98,11.8,6.2,2.01,2.95,9.94,0,0,1.83,34.85,1125.69,1188.51
5845,2023-06-02T01:55:47Z,Noite,Turma C,HAUL-0023,LOAD-0001,398.81,429.52,4.73,6.88,1.85,5.13,11.09,0,0,2.29,32.12,1585.98,1664.9
5847,2023-06-02T01:48:49Z,Noite,Turma C,HAUL-0025,LOAD-0001,374.29,426.03,3.27,16.12,1.94,4.58,12.98,0,0,3.24,42.64,1473.2,1558.58
5848,2023-06-08T14:57:05Z,Dia,Turma D,HAUL-0021,LOAD-0001,357.92,426.05,3.6,3.23,1.7,3.36,10.21,0,0,3.33,25.22,869.5,916.84
5849,2023-06-08T13:52:55Z,Dia,Turma D,HAUL-0012,LOAD-0001,249.52,271.02,16.95,19.14,0.96,3.71,15.13,0,0,1.13,57.04,733.83,794.94
5850,2023-06-08T14:00:35Z,Dia,Turma D,HAUL-0024,LOAD-0001,363.18,429.13,6.54,9.54,0.93,6.69,7.8,0,0,0.85,32.02,869.73,938.11
5851,2023-06-08T13:42:12Z,Dia,Turma D,HAUL-0025,LOAD-0001,360.54,429.56,7.57,11.09,3.32,4.2,9.94,0,0,0.07,36.3,1747.5,1830.73
5853,2023-06-12T07:59:25Z,Noite,Turma C,HAUL-0026,LOAD-0001,252.32,428.48,7.15,6.24,0.87,2.79,10.38,0,0,1.71,28.92,2093.54,1592.69
5854,2023-06-12T08:15:14Z,Noite,Turma C,HAUL-0012,LOAD-0001,251.52,270.47,12.51,10.42,0.99,3.94,3.53,0.22,0,0.58,32.35,840.34,911.54
5855,2023-06-12T08:09:50Z,Noite,Turma C,HAUL-0029,LOAD-0001,410.4,434.22,5.75,5.05,0.99,3.17,8.34,0,0,1.56,24.84,1024.91,1076.94
5856,2023-06-12T08:01:25Z,Noite,Turma C,HAUL-0017,LOAD-0001,409.45,427.54,4.7,2.12,1.34,2.84,9.61,0,0,2.25,23.12,1045.89,1075.24
5857,2023-06-12T08:02:38Z,Noite,Turma C,HAUL-0019,LOAD-0001,261.8,426.81,14.11,8.62,1.1,2.13,11.65,0,0,1.48,39.26,1546.67,1648.17
5858,2023-06-16T05:51:40Z,Noite,Turma A,HAUL-0017,LOAD-0001,377.66,429.41,26.58,0,1.58,2.93,4.86,0,0,2.96,38.54,922.75,979.94
5859,2023-06-16T05:55:48Z,Noite,Turma A,HAUL-0023,LOAD-0001,370.45,430.26,14.57,4.46,1.59,2.52,4.88,0,0,0.97,29.21,918.31,959.93
5860,2023-06-20T20:57:53Z,Dia,Turma D,HAUL-0005,LOAD-0001,219.14,268,6.15,0,1.06,2.22,10.25,2.08,0,0.9,22.5,596.41,625.9
5861,2023-06-20T20:50:56Z,Dia,Turma D,HAUL-0003,LOAD-0001,218.22,269.76,7.02,0,1.15,1.96,10.9,0.32,0,0.75,22.3,587.66,617.16
5863,2023-06-20T20:44:20Z,Dia,Turma D,HAUL-0011,LOAD-0001,237.61,269.66,11.98,0,0.84,1.67,8.12,0.81,0,0.74,23.88,631.34,688.15
5864,2023-06-25T02:14:44Z,Noite,Turma C,HAUL-0022,LOAD-0001,395.47,426.59,4.77,4.39,1.38,2.92,15.32,0,0,2.13,30.99,1399.99,1476.35
5865,2023-06-25T02:10:27Z,Noite,Turma C,HAUL-0028,LOAD-0001,355.14,433.03,4.08,2.77,1.3,2.7,11.53,0,0,4.37,26.93,1367.31,1416.69
5866,2023-06-25T02:06:27Z,Noite,Turma C,HAUL-0015,LOAD-0001,408.21,428.23,5.46,0.18,1.81,3.08,15.77,0,0,2.61,29.04,1545.09,1611.17
5867,2023-06-30T09:41:16Z,Noite,Turma C,HAUL-0028,LOAD-0001,373.09,427.79,9.11,3.38,1.57,2.99,11.16,0,0,1.69,29.72,1410.83,1476.47
5870,2023-06-09T16:52:37Z,Dia,Turma D,HAUL-0027,LOAD-0001,290.18,434.3,3.91,0,0.71,3.25,9.02,0.93,0,3.02,20.69,859.23,891.55
5871,2023-06-09T16:55:22Z,Dia,Turma D,HAUL-0002,LOAD-0001,226,272.3,5.51,0,0.02,1.63,11.56,9.43,0,0.53,28.44,869.29,945.7
5872,2023-06-08T18:03:33Z,Dia,Turma D,HAUL-0014,LOAD-0003,246.25,272.61,9.65,0,0.95,4.03,2.52,0.83,0,0.61,18.52,124.12,135.67
5873,2023-06-08T17:36:07Z,Dia,Turma D,HAUL-0013,LOAD-0003,225.88,267.7,5.27,2,1.8,3.63,8.15,0.79,0,0.44,21.93,486.34,513.69
5874,2023-06-22T04:17:35Z,Noite,Turma C,HAUL-0013,LOAD-0003,226.39,268.32,5.52,6.86,1.46,2.8,5.62,1.04,0,0.47,23.85,488.32,515.62
5875,2023-06-22T04:19:42Z,Noite,Turma C,HAUL-0004,LOAD-0004,248.37,268.09,4.71,1.29,2.8,5.76,4.47,0.32,0,0.5,19.77,100.85,108.9
5878,2023-06-06T15:39:54Z,Dia,Turma D,HAUL-0028,LOAD-0001,359.64,426.07,0.73,2.89,0.98,2.04,0.74,0,0,1.3,8.69,206.03,218.63
5879,2023-06-06T15:36:53Z,Dia,Turma D,HAUL-0023,LOAD-0001,357.44,427.09,0.93,0,0.78,3.28,2.95,0,0,0.73,8.57,205.62,220.28
5880,2023-06-06T15:29:05Z,Dia,Turma D,HAUL-0023,LOAD-0001,357.64,434.22,1.8,5.15,1.59,3.26,2.04,0,0,0.79,14.46,206.53,217.48
5881,2023-06-06T15:24:16Z,Dia,Turma D,HAUL-0028,LOAD-0001,359.84,430.82,2.4,2.73,0.4,4.05,2.34,0,0,0.99,12.9,205.88,220.08
5882,2023-06-06T15:07:05Z,Dia,Turma D,HAUL-0023,LOAD-0001,390.11,432.04,5.19,2.17,1.24,2.48,1.73,0,0,0.77,13.65,229.94,238.91
5883,2023-06-06T15:11:04Z,Dia,Turma D,HAUL-0028,LOAD-0001,357.81,433.38,0.84,0.15,0.92,3.04,2.38,0,0,1.29,8.63,206.49,216.94
5884,2023-06-29T04:50:48Z,Noite,Turma C,HAUL-0028,LOAD-0002,393.94,429.67,4.93,0,1,2.28,5.54,0,0,1.88,15.63,999.82,1054.82
5885,2023-06-29T04:56:00Z,Noite,Turma C,HAUL-0021,LOAD-0001,356.12,432.87,6.04,1.8,0.27,5.23,8.8,0,0,1.41,23.63,879.93,940.28
5886,2023-06-29T04:58:12Z,Noite,Turma C,HAUL-0007,LOAD-0003,218.75,270.3,9.83,4.29,0.57,3.52,7.52,0,0,2.71,28.61,434.16,462.89
5887,2023-06-29T05:03:08Z,Noite,Turma C,HAUL-0016,LOAD-0002,385.45,426.47,6.35,0,0.97,2.25,7.84,0,0,2.08,19.31,972.61,1009.14
5888,2023-06-29T05:05:28Z,Noite,Turma C,HAUL-0030,LOAD-0001,384.76,430.71,12.41,0,3.17,1.47,6.29,0,0,2.03,25.31,774.71,808.14
5889,2023-06-29T05:07:06Z,Noite,Turma C,HAUL-0024,LOAD-0002,358.04,428.33,11.11,0,0.81,0.7,7.21,0,0,1.97,21.64,894.46,955.39
