data,turno,DF,UF,produtividade_ht,producao_total,carga_media,num_viagens,tkph,dmt,vel_cheio,vel_vazio,vel_global,tempo_ciclo_total,tempo_fixo,tempo_viagem_cheio,tempo_viagem_vazio,tempo_carregamento,tempo_manobra,tempo_fila_carga,tempo_fila_basculo,tempo_basculo,HC,HM,HD,HO,HT,HTP,HTNP,HEF,HAO,id_equipamento
2019-03-28,3,100.79,79.17,494.66,2340.14,247.51,85,1861.71,3.75,18.75,29.86,23.52,28.91,8.52,11.94,8.46,3.2,1.02,3.13,0.37,0.79,5.96,0,6,1.25,4.73,3.43,1.32,2.51,0.93,HAUL-007
2019-03-28,4,99.98,85.56,489.86,2510.56,249.76,89,2048.33,4.13,17.23,29.43,22.13,31.21,6.95,14.38,9.88,3.11,0.78,2.01,0.35,0.69,5.95,0.05,5.95,0.84,5.14,3.45,1.67,2.34,1.12,HAUL-007
2019-03-29,1,99.32,88.73,361.89,1895.66,248.74,69,1817.39,5.06,17.84,27.66,21.9,37.58,8.32,17,12.26,3.6,1.08,2.72,0.19,0.72,6.05,0,6,0.71,5.34,3.32,1.97,1.63,1.71,HAUL-007
2019-03-29,2,95.21,76.95,370.68,1621.78,251.96,58,2084.62,5.59,19.99,28.17,23.7,40.13,9.99,16.71,13.43,3.39,1.03,3.3,1.49,0.79,6.06,0.33,5.67,1.28,4.41,1.3,3.09,0,1.3,HAUL-007
2019-03-29,3,96.33,60.9,464.21,1648.46,249.23,59,2009.77,4.35,20.54,28.18,23.74,30.44,8.25,12.67,9.52,3.55,1.06,2.85,0.15,0.64,5.95,0.23,5.77,2.24,3.51,2.41,1.12,1.29,1.14,HAUL-007
2019-03-29,4,100.46,64.09,373.03,1408.09,245.63,52,2202.58,5.91,21.03,28.92,24.13,37.08,8.73,17.02,11.33,3.17,0.96,2.89,0.94,0.77,6.01,0,6,2.19,3.81,2.4,1.41,0.78,1.63,HAUL-007
2019-03-30,1,99.47,85.39,428.33,2163.26,247.96,79,1796.27,4.23,18.11,23.88,20.53,34.53,10.47,13.99,10.07,3.3,1.13,4.23,1.02,0.79,6.03,0,6,0.88,5.14,2.32,2.8,0.2,2.12,HAUL-007
2019-03-30,2,97.66,86.32,458.58,2271.55,247.81,83,2137.6,4.67,20.18,32.21,25.01,31.83,8.6,13.85,9.38,3.38,1.12,3.13,0.27,0.69,5.94,0.19,5.81,0.81,5.01,2.78,2.21,1.18,1.6,HAUL-007
2019-03-30,3,86.59,81.55,464.47,2009.07,246.96,73,2223.88,4.73,18.26,30.92,22.97,32.82,8.19,15.6,9.03,3.27,1.06,2.69,0.44,0.73,5.95,0.77,5.23,0.95,4.29,2.73,1.56,1.45,1.28,HAUL-007
2019-03-30,4,91.44,80.27,438.73,1968.15,250.77,67,2110.64,4.76,18.82,29.34,22.78,33.05,8.63,15.14,9.28,3.5,0.97,2.78,0.76,0.61,6,0.48,5.51,1.09,4.4,1.86,2.56,0,1.86,HAUL-007
2019-03-31,1,98.66,81.24,540.42,2598.8,247.42,94,1713.46,3.17,17.7,27.5,21.18,24.33,7.3,10.84,6.19,3.41,0.92,1.89,0.35,0.74,6.03,0.13,5.87,1.1,4.75,3.08,1.69,1.99,1.08,HAUL-007
2019-03-31,2,86.7,87.66,392.01,1754.78,247.68,64,2224.89,5.75,19.15,30.14,23.51,37.96,8.98,17.89,11.09,3.38,1.06,3.22,0.55,0.77,6.01,0.79,5.22,0.69,4.49,3.84,0.69,3.18,0.65,HAUL-007
2019-03-31,3,90.91,80.52,380.68,1658.16,252.34,59,2230.17,5.86,19.15,34.04,24.78,39.25,9.81,18.27,11.17,3.61,1.16,4.04,0.35,0.65,6.03,0.55,5.45,1.07,4.41,3.37,1,2.34,1.02,HAUL-007
2019-03-31,4,100.67,78.7,395.85,1892.15,249.86,68,2214.89,5.57,20.39,31.34,24.67,36.67,9.14,16.49,11.04,3.26,1.39,3.54,0.21,0.74,6.05,0.02,5.98,1.24,4.72,3.09,1.66,1.62,1.46,HAUL-007
2019-04-01,1,98.04,81.69,401.53,1943.27,244.74,72,1957.33,4.9,18.46,29.44,22.95,34.66,8.12,15.89,10.64,3.17,1.27,2.24,0.7,0.75,6.01,0.09,5.91,1.05,4.81,3.3,1.56,1.99,1.3,HAUL-007
2019-04-01,2,87.76,88.83,480.68,2244.72,247.99,81,1992,4.13,18.97,31.23,23.75,30.57,8.94,13.12,8.51,3.48,0.94,3.56,0.23,0.72,6.03,0.76,5.24,0.62,4.65,2.54,2.08,1.01,1.54,HAUL-007
2019-04-01,3,83.56,78.5,481.85,1888.66,246.08,69,2202.62,4.55,20.44,30.48,24.35,30,8.09,13.39,8.52,3.27,0.92,2.97,0.1,0.83,6.03,1.03,4.97,1.07,3.9,3.5,0.4,3.14,0.35,HAUL-007
2019-04-01,4,93.91,79.94,465.54,2099.35,247.33,76,1465.59,3.19,18.53,24.08,21.31,29.31,9.95,10.26,9.09,3.35,1.07,4.2,0.5,0.83,5.97,0.36,5.64,1.11,4.48,2.58,1.94,1.04,1.53,HAUL-007
2019-04-02,1,97.01,83.63,427.02,2071.48,248.79,75,2042.09,4.77,20.62,30.9,25.18,34.96,9.66,13.91,11.39,3.58,1.06,4.01,0.34,0.69,5.97,0.17,5.83,0.95,4.87,2.6,2.27,0.79,1.82,HAUL-007
2019-04-02,2,94.64,62.98,462.63,1633.7,248.42,59,1627.45,3.52,18.52,30.37,23.33,30.84,11.35,11.4,8.08,3.91,1.03,5.22,0.45,0.74,6.02,0.36,5.64,2.09,3.51,1.73,1.82,0,1.73,HAUL-007
2019-04-02,3,87.15,55.28,829.43,2422.45,246.28,88,1083.7,1.3,16.78,27.69,21.21,16.17,8.16,4.68,3.33,3.3,0.96,2.68,0.46,0.77,5.99,0.75,5.25,2.34,2.91,1.29,1.62,0.19,1.1,HAUL-007
2019-04-02,4,89.27,82.17,500.64,2197.37,246.51,80,1668.61,3.32,17.91,30.65,23.55,29.82,10.26,11.06,8.5,3.61,0.99,4.14,0.84,0.68,6.06,0.67,5.33,0.94,4.36,2.19,2.2,0.54,1.65,HAUL-007
2019-04-03,1,88.9,73.08,447.59,1737.19,249.1,63,2212.46,5,20.07,33.46,25.32,32.84,8.26,15.01,9.57,3.41,0.93,2.79,0.31,0.8,5.99,0.66,5.33,1.4,3.92,1.77,2.16,0,1.77,HAUL-007
2019-04-03,2,77.65,83.19,409.09,1587.64,249.88,57,2205.53,5.39,20.28,32.28,24.8,35.32,9.88,15.99,9.46,3.72,1.15,3.62,0.63,0.76,5.97,1.33,4.68,0.77,3.87,2.48,1.43,0.98,1.5,HAUL-007
2019-04-03,3,77.32,77.33,351.3,1279.98,246.04,47,2210.93,6.26,21.15,29.15,24.46,39.31,8.1,17.9,13.31,3.32,0.88,2.69,0.49,0.73,5.99,1.34,4.67,1.05,3.59,1.7,1.93,0,1.7,HAUL-007
2019-04-03,4,77.68,32.14,640.92,947.35,251.52,34,1578.53,2.47,15.89,21.25,18.17,23.17,7.02,9.35,6.8,2.87,0.98,1.96,0.52,0.69,6.04,1.36,4.65,3.16,1.51,0.74,0.76,0,0.74,HAUL-007
2019-04-04,1,64.45,80.99,525.05,1680.29,248.36,61,1580.81,3,17.93,28.4,22.16,24.48,7.68,9.99,6.8,3.33,1.05,2.12,0.39,0.8,6.05,2.11,3.89,0.71,3.2,2.59,0.59,2,0.58,HAUL-007
2019-04-04,2,66.03,85.39,412.22,1402.43,248.09,51,2254,5.44,20,32.12,25.09,36,8.54,16.23,11.23,3.4,1.26,2.78,0.33,0.77,5.98,2.03,3.97,0.58,3.39,2.69,0.71,1.84,0.83,HAUL-007
2019-04-04,3,70.12,83.91,377.2,1359.84,247.62,48,2147.57,5.67,19.96,24.99,22.18,37.93,7.12,17.18,13.62,3.1,0.86,1.55,1,0.6,6.01,1.74,4.25,0.7,3.55,1.97,1.58,0,1.97,HAUL-007
2019-04-04,4,77.89,87.86,435.45,1771.21,248.99,64,2257.64,5.2,20.01,28.66,23.26,32.52,7.5,15.66,9.36,3.49,0.94,2.11,0.25,0.7,6.05,1.32,4.67,0.6,4.03,2.76,1.3,1.55,1.22,HAUL-007
2019-04-05,1,78.06,83.03,489.24,1914.58,249.14,69,1935.63,3.97,19.03,28.43,23.17,29.6,8.04,12.41,9.14,3.53,1.07,2.46,0.28,0.7,5.97,1.32,4.69,0.8,3.92,2.99,0.9,2.21,0.78,HAUL-007
2019-04-05,2,88.12,79.07,416.99,1767.06,247.25,64,2144.34,5.13,20.17,30.9,24.6,34.77,9.22,15.2,10.34,3.38,1.05,3.08,0.94,0.78,5.97,0.67,5.33,1.1,4.26,3.21,1.02,2.25,0.96,HAUL-007
2019-04-05,3,95.8,76.8,434.78,1885.74,250.68,68,1991.96,4.57,19.13,30.5,23.75,33.13,8.42,14.44,10.27,3.41,0.8,3.1,0.44,0.67,6.06,0.26,5.74,1.36,4.4,2.93,1.45,1.65,1.28,HAUL-007
2019-04-05,4,99.15,70.14,487.06,2060.9,245.96,75,1976.31,4.01,18.79,30.35,23.18,28,7.48,12.8,7.73,3.49,0.9,2.18,0.12,0.79,6.06,0,6,1.81,4.15,1.77,2.42,0,1.77,HAUL-007
2019-04-06,1,100.03,82.78,436.13,2199.12,245.44,80,1853.98,4.28,18.31,25.85,21.36,31.5,8.27,14.02,9.22,3.49,1.01,2.74,0.33,0.69,5.96,0,6,1,5,0.62,4.38,0,0.62,HAUL-007
2019-04-06,2,93.87,81.91,432.47,1991.68,247.11,73,2444.38,5.58,20.8,33.06,25.4,35.48,9.26,16.24,9.98,3.49,0.88,4.11,0.08,0.7,6.01,0.37,5.63,1.04,4.64,3.24,1.35,2.11,1.11,HAUL-007
2019-04-06,3,88.89,65.85,448.94,1585.6,246.69,58,1847.19,4.08,18.53,30.31,23.42,30.35,8.1,13.1,9.15,3.1,0.99,2.21,1.08,0.71,6.01,0.67,5.33,1.82,3.49,2.13,1.37,0.71,1.42,HAUL-007
2019-04-06,4,90.66,77.39,416.92,1763.61,247.28,64,1746.12,4.19,18.22,30.5,22.64,32.53,10.39,13.91,8.23,3.49,1.2,4.25,0.55,0.9,6,0.53,5.47,1.27,4.23,2.74,1.47,1.36,1.37,HAUL-007
2019-04-07,1,90.46,81.67,441.65,1959.26,249.56,71,1908.5,4.33,18.08,31.32,23.47,32.58,8.92,14.23,9.43,3.66,1.1,3.16,0.29,0.71,6.06,0.58,5.42,0.96,4.47,3.19,1.26,2.1,1.07,HAUL-007
2019-04-07,2,95.19,78.86,396.34,1789.83,246.16,66,2156.01,5.39,20.09,32.12,24.74,35.67,8.46,16.27,10.94,3.54,1.11,2.9,0.09,0.82,5.97,0.24,5.76,1.22,4.53,3.65,0.9,2.84,0.81,HAUL-007
2019-04-07,3,88.53,79.83,372.81,1566.23,244.48,58,2028.34,5.44,19.76,29.42,23.56,37.99,10.6,16.55,10.84,3.98,1.06,4.26,0.45,0.85,5.98,0.73,5.27,1.08,4.23,3.75,0.45,3.27,0.46,HAUL-007
2019-04-07,4,94.04,72.78,424.95,1699.71,243.47,63,2168.27,5.15,21.73,32.29,25.91,32.54,8.61,14.23,9.7,3.73,0.99,3.04,0.1,0.75,5.95,0.41,5.59,1.55,4.05,3.9,0.14,3.77,0.13,HAUL-007
2019-04-08,1,77.67,81.12,345.62,1320.18,247.79,48,2072.79,5.96,20.23,33.59,25.27,39.71,11.06,17.82,10.82,3.68,1.07,4.42,1.05,0.85,6.02,1.29,4.71,0.87,3.84,2.72,1.12,1.32,1.39,HAUL-007
2019-04-08,2,74.1,81.89,417.43,1541.55,245.72,56,2082.95,5.01,19.11,30.11,23.78,35.73,8.9,15.7,11.13,3.55,1.08,3.11,0.4,0.76,5.99,1.56,4.45,0.79,3.63,2.15,1.51,0.54,1.62,HAUL-007
2019-04-08,3,77.82,76.91,394.49,1411.3,244.85,52,1841.72,4.65,18.56,29.08,22.88,34.02,8.35,14.98,10.7,3.58,1.01,2.85,0.1,0.8,5.98,1.33,4.67,1.08,3.55,2.03,1.56,0.22,1.8,HAUL-007
2019-04-08,4,78.2,83.09,453.73,1782.78,246.31,65,1916.32,4.21,18.13,27.84,21.99,30.66,7.58,13.85,9.23,3.4,1.12,2.16,0.18,0.71,5.96,1.33,4.67,0.75,3.95,2.98,0.93,2.13,0.86,HAUL-007
2019-04-09,1,72.17,88.67,697.69,2675.11,250.93,95,1256.98,1.83,16.08,22.61,18.85,20.13,8.17,6.84,5.12,3.38,0.87,2.23,0.89,0.79,5.97,1.65,4.35,0.53,3.86,1.49,2.33,0.02,1.47,HAUL-007
2019-04-09,2,70.15,85.49,379.23,1342.35,246.67,49,2204.54,5.85,19.62,29.58,23.8,37.57,7.08,17.78,12.7,3.22,0.86,1.45,0.74,0.81,5.97,1.8,4.19,0.63,3.53,1.8,1.77,0,1.8,HAUL-007
2019-04-09,3,68.87,80.13,304.23,998.36,250.66,36,1553.2,5.1,18.8,25.77,22.14,41.25,8.5,16.33,16.43,3.43,0.72,2.34,1.33,0.67,6.01,1.87,4.13,0.85,3.27,0.54,2.73,0,0.54,HAUL-007
2019-04-09,4,85.11,84.57,385.35,1687.49,249.28,61,2317.36,6.03,21.3,32.56,25.65,36.06,7.41,17.1,11.55,3.27,1,2.19,0.35,0.59,6.01,0.85,5.16,0.77,4.41,2.31,2.08,0.26,2.05,HAUL-007
2019-04-10,1,77.92,88.46,387.26,1592.38,247.24,58,2111.06,5.46,19.49,30.55,23.98,36.72,8.76,16.8,11.15,3.77,1.07,2.74,0.45,0.74,5.98,1.33,4.67,0.56,4.12,2.46,1.65,0.76,1.7,HAUL-007
2019-04-10,2,76.61,71.15,363.55,1186.14,245.05,44,2000.2,5.54,21.08,27.74,23.95,37.65,9.12,15.78,12.75,3.32,0.82,3.53,0.82,0.62,6,1.4,4.59,1.3,3.27,1.08,2.21,0,1.08,HAUL-007
2019-04-10,3,80.69,85.56,388.13,1615.45,248.41,58,2211.66,5.7,20.26,31.28,24.58,36.61,8.79,16.8,11.02,3.35,0.89,3.31,0.45,0.79,6.01,1.2,4.8,0.7,4.13,2.16,1.95,0.14,2.01,HAUL-007
2019-04-10,4,75.67,79.18,445.14,1636.47,247.56,59,1655.54,3.72,18.95,30.13,24.16,30.41,9.34,11.68,9.38,3.28,1.32,3.86,0.2,0.67,6.01,1.43,4.55,0.92,3.64,0.83,2.8,0,0.83,HAUL-007
2019-04-11,1,83.15,72.12,456.11,1606.54,244.39,59,1880.6,4.18,20.72,29.41,24.28,30.26,9.26,12.19,8.81,3.65,1.04,3.14,0.7,0.74,5.96,1.05,4.95,1.4,3.57,2.71,0.84,1.85,0.85,HAUL-007
2019-04-11,2,87.9,84.01,389.95,1726.65,247.89,63,2264.66,5.81,21.46,33.11,25.88,33.88,7.76,16.3,9.81,3.08,0.87,2.67,0.37,0.77,6.02,0.71,5.29,0.89,4.37,3.17,1.23,2,1.18,HAUL-007
2019-04-11,3,77.49,74.23,380.21,1326.9,247.79,48,1676.89,4.37,19.56,29.31,23.93,35.67,10.37,13.5,11.79,3.03,1.06,4.91,0.65,0.73,6.02,1.39,4.62,1.18,3.47,0.64,2.8,0,0.64,HAUL-007
2019-04-11,4,90.25,78.31,426.88,1798.49,245.05,66,2034.65,4.79,19.6,29.35,23.49,32.69,8.31,14.74,9.64,3.29,1.03,2.81,0.35,0.84,6.03,0.62,5.38,1.17,4.22,3.22,1,2.32,0.91,HAUL-007
2019-04-12,1,95.75,77.68,375.25,1671.3,245.24,61,1909.99,5.06,19.12,30.5,23.45,35.04,9.53,15.84,9.67,3.32,1.26,3.84,0.38,0.73,5.95,0.27,5.72,1.29,4.4,3.21,1.23,1.98,1.21,HAUL-007
2019-04-12,2,89.52,56.8,454.61,1399.97,245.77,51,2152.98,4.72,20.74,32.86,25.61,31.63,9.56,13.56,8.52,3.98,1.06,3.6,0.12,0.8,5.98,0.63,5.37,2.3,3.07,2.08,1,0.9,1.17,HAUL-007
2019-04-12,3,98.36,63.64,397.79,1507.75,240.12,48,1944.47,4.83,16.41,18.93,17.57,43.78,9.36,17.84,16.58,3.34,0.88,2.71,1.61,0.82,6.01,0.08,5.92,2.19,3.72,2.47,1.27,0.88,1.58,HAUL-007
2019-04-12,4,96.32,41.55,789.91,1893.28,237.63,20,6182.56,7.93,21.72,5.57,7.85,160.87,4.81,22.05,134.01,2.77,0.81,0.54,0.07,0.62,6.03,0.18,5.82,3.4,2.42,2.28,0.14,1.84,0.43,HAUL-007
2019-04-13,1,89.68,80.15,305.53,1301.23,245.14,47,2002.81,6.6,17.08,28.61,21.59,46.13,8.36,23.13,14.65,3.5,1.15,2.87,0.14,0.69,5.99,0.66,5.33,1.04,4.29,3.85,0.45,3.24,0.57,HAUL-007
2019-04-13,2,81.14,82.17,345.07,1367.04,247.35,50,2118.38,6.17,20.02,31.19,24.37,40.18,9.27,18.63,12.28,3.93,0.82,3.03,0.66,0.84,5.97,1.16,4.84,0.87,4,3.22,0.75,2.31,0.9,HAUL-007
2019-04-13,3,79.45,70.52,410.77,1347.45,244.87,49,2354.03,5.8,18.44,30.94,23.37,38.37,7.03,19.03,12.31,3.3,0.71,2.23,0.07,0.73,6.05,1.29,4.73,1.38,3.36,2.84,0.51,2.21,0.62,HAUL-007
2019-04-13,4,82.65,84.91,359.56,1480.41,239.5,45,2012.75,5.66,17.18,21.57,19.21,45.45,8.05,19.85,17.55,2.65,0.99,1.59,2.04,0.78,6.03,1.06,4.93,0.76,4.15,3.46,0.71,2.54,0.94,HAUL-007
2019-04-14,1,86.81,76.68,377.71,1504.29,244.1,55,2350.07,6.22,20.79,28.32,24.26,39.2,7.17,17.88,14.16,2.91,0.65,2.04,0.73,0.83,5.99,0.77,5.24,1.25,3.95,2.26,1.72,0.38,1.88,HAUL-007
2019-04-14,2,89.63,79.27,367.22,1546.54,244.66,53,2123.6,5.75,17.81,28.28,22.34,41.44,7.74,19.39,14.31,3.49,0.9,2.48,0.19,0.69,6.04,0.67,5.33,1.1,4.27,3.71,0.52,3.11,0.59,HAUL-007
2019-04-14,3,91.66,59.51,339.44,1120.16,244.68,40,1987.63,5.77,18.68,31.22,23.41,38.65,8.96,18.44,11.24,3.22,0.88,4.05,0.14,0.66,5.98,0.55,5.45,2.19,3.26,2.36,0.9,1.01,1.35,HAUL-007
2019-04-14,4,88.38,75.49,360.34,1437.21,241.83,47,2287.27,6.27,16.49,25.65,19.69,45.83,11.21,22.76,11.85,3.74,1.19,3.51,2.13,0.64,5.94,0.72,5.29,1.29,4.02,3.25,0.74,2.29,0.95,HAUL-007
2019-04-15,1,90.42,89.32,331.45,1613.99,240.69,59,1953.9,5.85,18.26,23.94,20.89,43.62,6.97,19.4,17.25,3.42,0.9,1.75,0.2,0.7,5.95,0.56,5.44,0.61,4.82,3.43,1.4,1.99,1.42,HAUL-007
2019-04-15,2,99.67,80.95,406.86,1950.38,238.62,37,2159.33,5.34,21.71,30.05,25.73,37.73,9.54,14.74,13.45,3.92,1.07,3.44,0.39,0.72,5.97,0,6,1.18,4.85,4.54,0.27,4.09,0.44,HAUL-007
2019-04-15,3,98.28,65.98,463.88,1808.76,248.49,65,2080.15,4.53,19.64,31.86,24.19,30.73,9.06,13.82,7.86,3.16,0.9,3.92,0.37,0.7,6.01,0.12,5.88,1.98,3.92,2.6,1.3,1.41,1.2,HAUL-007
2019-04-15,4,94.04,76.08,455.21,1937.65,247.47,71,1921.85,4.22,18.66,29.88,22.99,31.26,9.08,13.52,8.66,3.48,1.01,3.65,0.14,0.8,6.05,0.35,5.65,1.36,4.29,3.19,1.11,2.24,0.94,HAUL-007
2019-04-16,1,92.66,80.78,416.4,1871.81,243.33,68,1701.9,4.04,19.39,24.95,22.03,33.31,9.64,12.58,11.09,3.91,1.09,3.54,0.26,0.85,5.95,0.45,5.55,1.08,4.5,3.43,1.04,2.51,0.92,HAUL-007
2019-04-16,2,88.26,87.81,514.89,2409.16,241.56,90,2006.9,3.88,20.42,34.23,25.59,27,8.55,11.48,6.97,3.4,0.94,3.21,0.17,0.84,6.03,0.66,5.33,0.67,4.7,4.08,0.58,3.73,0.39,HAUL-007
2019-04-16,3,89.15,80.49,407.95,1731.5,244.69,64,2009.51,4.96,19.94,30.64,24.44,35.95,9.7,15.02,11.23,3.43,1.07,4.25,0.14,0.81,5.97,0.69,5.31,1.05,4.29,3.64,0.63,3.05,0.59,HAUL-007
2019-04-16,4,88.31,82.01,406.42,1782.24,246.1,65,2073.08,5.04,18.16,30.98,23.09,35.92,8.38,16.67,10.87,3.62,1.04,2.76,0.21,0.76,5.97,0.66,5.33,0.99,4.35,3.6,0.74,2.92,0.69,HAUL-007
2019-04-17,1,89.22,88.24,441.52,2042.95,243.7,76,2162.37,4.89,20.08,30.93,24.43,32.65,7.99,14.72,9.94,3.42,1.01,2.67,0.12,0.77,6.01,0.67,5.33,0.66,4.66,3.73,0.95,2.96,0.75,HAUL-007
2019-04-17,2,88.73,78.01,485.05,2003.66,245.84,73,2285.01,4.78,22.35,29.71,25.47,31.04,7.91,12.89,10.23,3.58,0.85,2.46,0.27,0.75,5.96,0.67,5.32,1.18,4.14,4.02,0.12,3.91,0.1,HAUL-007
2019-04-17,3,87.63,53.85,397.31,1124.27,245.02,40,2057.67,5.19,19.9,27.63,23.08,34.98,8.47,15.62,10.9,3.47,0.6,3.35,0.19,0.85,5.99,0.75,5.26,2.44,2.84,1.9,0.92,0.52,1.39,HAUL-007
2019-04-17,4,79.31,82.99,371.82,1458.14,246.66,53,1899.31,5.14,18.65,29.62,23.3,38.91,10.23,16.52,12.16,3.22,1.14,4.16,0.92,0.78,6.03,1.3,4.72,0.82,3.9,3.54,0.35,3.17,0.4,HAUL-007
2019-04-18,1,88.07,81.75,439.41,1900.04,245.3,70,1747.9,4.01,18.44,27.89,22.76,33.13,9.94,12.95,10.24,3.3,1.21,4.37,0.27,0.79,5.95,0.66,5.33,0.96,4.39,3.4,0.98,2.54,0.84,HAUL-007
2019-04-18,2,90.93,78.16,422.86,1809.85,247.08,65,2150.92,5.04,20.12,33.97,25.32,34.56,9.85,15.19,9.53,3.92,0.77,3.4,0.97,0.79,6.03,0.54,5.46,1.19,4.3,3.69,0.58,3.13,0.54,HAUL-007
2019-04-18,3,92.94,83.48,496.6,2313.14,245.89,84,2040.72,4.09,18.63,30.56,23.19,28.42,7.57,13.05,7.8,3.04,1.04,2.51,0.32,0.66,5.95,0.45,5.55,0.94,4.62,2.63,1.99,1.21,1.42,HAUL-007
2019-04-18,4,95.6,80.76,455.76,2127.68,243.28,78,1642.17,3.62,17.33,28.73,21.88,31.56,10.62,12.62,8.32,3.54,1.12,4.24,1.04,0.68,6.02,0.21,5.79,1.15,4.62,3.99,0.64,3.52,0.5,HAUL-007
2019-04-19,1,93.13,84.53,516.46,2446.1,244.68,89,1715.53,3.33,16.06,27.43,20.37,27.82,8.04,12.42,7.36,3.44,1.12,2.19,0.39,0.9,6,0.36,5.64,0.87,4.76,3.71,1.06,2.98,0.71,HAUL-007
2019-04-19,2,99.67,76.94,476.81,2201.99,242.96,82,1915.59,4.01,20.28,31.4,24.78,30.09,10.43,11.78,7.88,3.67,1.18,4.25,0.52,0.81,5.97,0,6,1.34,4.63,3.69,0.97,2.99,0.71,HAUL-007
2019-04-19,3,96.89,63.78,610.19,2269.54,242.17,85,1598.31,2.6,20.31,28.14,23.8,23.04,9.14,7.73,6.17,3.62,1.05,3.62,0.18,0.68,6.03,0.15,5.85,2.13,3.71,3.16,0.56,2.78,0.39,HAUL-007
2019-04-19,4,89.2,77.64,590.37,2446.37,242.98,91,1673.94,2.85,18.54,26.45,21.81,24.86,8.64,9.27,6.95,3.76,1.03,2.99,0.11,0.74,6.04,0.59,5.4,1.2,4.18,4.14,0.06,4.09,0.04,HAUL-007
2019-04-20,1,94.8,70.82,656.87,2634.01,234.79,101,1568.4,2.37,19.44,26.26,22.64,21.05,7.45,7.29,6.31,3.16,0.96,2.47,0.1,0.76,6.01,0.36,5.64,1.64,3.98,3.26,0.74,2.83,0.44,HAUL-007
2019-04-20,2,89.8,81.89,489.07,2172.99,246.93,79,1782.21,3.61,20.33,31.65,24.85,28.72,10.92,10.66,7.15,3.63,1.23,4.93,0.38,0.75,6.04,0.61,5.4,0.99,4.44,3.61,0.8,3.01,0.6,HAUL-007
2019-04-20,3,81.25,69.28,510.57,1750.71,247.75,63,1837.23,3.61,21.54,28.2,24.47,26.31,8.09,10.04,8.18,3.04,0.85,3.13,0.3,0.78,5.98,1.16,4.84,1.46,3.35,2.3,1.09,1.25,1.04,HAUL-007
2019-04-20,4,88.64,72.62,433.16,1684.23,242.93,61,2093.62,4.86,19.99,32.73,25.29,32.41,8.33,14.47,9.62,3.52,1.09,2.77,0.14,0.81,5.98,0.66,5.33,1.45,3.9,3.08,0.81,2.28,0.79,HAUL-007
2019-04-21,1,96.4,84.91,445.92,2195.69,245.85,81,1771.18,3.97,18.08,29.12,22.54,30.56,8.23,13.29,9.04,3.51,1.17,2.52,0.28,0.75,6.01,0.17,5.83,0.89,4.96,3.71,1.24,2.79,0.92,HAUL-007
2019-04-21,2,88.08,86.06,585.05,2630.74,244.04,97,1806.44,3.06,17.43,30.05,22.7,26.18,8.51,10.43,7.23,3.54,0.91,2.86,0.41,0.79,5.97,0.77,5.24,0.75,4.45,3.82,0.67,3.37,0.42,HAUL-007
2019-04-21,3,72.39,70.26,505.45,1533.16,245.45,56,1854.65,3.7,20.57,32.1,26.05,29.05,8.57,10.86,9.62,3.46,1.05,2.99,0.33,0.73,5.96,1.68,4.31,1.28,3.05,1.86,1.17,0.6,1.26,HAUL-007
2019-04-21,4,88.61,82.76,454.42,1999.75,248.12,72,2004.32,4.48,19.92,31.2,24.12,31.4,9.16,13.58,8.67,3.44,0.84,3.63,0.47,0.77,5.95,0.66,5.33,0.94,4.36,3.03,1.36,1.91,1.13,HAUL-007
2019-04-22,1,88.89,88.53,594.82,2807.27,244.09,104,1597.58,2.69,19.35,27.12,22.86,23.81,8.67,8.39,6.76,3.46,0.88,3.38,0.15,0.8,5.95,0.66,5.33,0.62,4.75,3.91,0.8,3.48,0.46,HAUL-007
2019-04-22,2,81.05,71.99,443.46,1585.3,246.62,57,1972.84,4.44,18.96,30.56,24.01,31.95,7.91,13.92,10.12,3.02,0.97,2.64,0.52,0.77,6.03,1.1,4.91,1.35,3.54,2.51,1.05,1.41,1.1,HAUL-007
2019-04-22,3,78.97,73.77,412.75,1418.22,247.83,50,2160.98,5.28,19.08,31.85,23.76,36.16,9.62,16.63,9.92,3.47,1.04,4.2,0.12,0.78,5.96,1.23,4.75,1.26,3.52,3.12,0.38,2.68,0.45,HAUL-007
2019-04-22,4,89.09,78.23,414.83,1701.04,244.76,63,1927.17,4.67,18.86,28.58,23.06,35.2,9.81,14.78,10.61,3.82,0.92,4.23,0.21,0.64,5.95,0.67,5.33,1.19,4.16,2.37,1.77,0.69,1.69,HAUL-007
2019-04-23,1,87.17,67.84,484.3,1699.7,247.5,62,1842.18,3.76,17.59,31.54,23.24,29.26,8.35,12.71,8.2,3.25,1.03,2.99,0.18,0.9,5.97,0.8,5.2,1.69,3.47,2.25,1.25,1.03,1.21,HAUL-007
2019-04-23,2,83.72,80.25,378,1550.66,248.13,56,1937.83,5.18,18.61,30.08,23.27,38.77,9.9,16.84,12.03,3.86,0.89,3.47,0.92,0.76,5.96,0.93,5.06,0.97,4.12,2.68,1.4,1.18,1.5,HAUL-007
2019-04-23,3,73.48,77.4,599.31,2027.94,244.42,75,1678.76,2.82,18.19,29.01,22.44,24.05,8.73,9.28,6.03,3.49,1.14,3.17,0.1,0.83,5.95,1.61,4.4,0.99,3.4,2.64,0.77,2.03,0.62,HAUL-007
