data,frota,DF,UF,MTBF,MTTR,num_falhas,produtividade_h,producao_total,HC,HM,HMC,HMP,HT,HEF,id_equipamento
2021-10-01,Komatsu 830E AC,81.47,75.85,26.97,3.62,17,362.22,161909,744,135.48,57.16,74.47,460.72,444.66,HAUL-0110
2021-11-01,Komatsu 830E AC,91.47,69.6,57.16,3.68,8,387.14,171465.88,720,64.62,29.17,35.45,456.81,444.11,HAUL-0110
2021-12-01,Komatsu 830E AC,87.66,68.85,111.06,1.99,4,344.87,148181.14,744,87.89,7.95,79.94,447.96,429.02,HAUL-0110
2022-01-01,Komatsu 830E AC,85.07,71.27,74.02,5.07,6,359.89,153033.72,744,110.96,30.5,80.46,447.53,427.65,HAUL-0110
2022-02-01,Komatsu 830E AC,60.99,64.14,53.14,8.12,5,348.97,88700.35,672,262.23,40.22,222.01,263.83,254.68,HAUL-0110
2022-03-01,Komatsu 830E AC,74.96,66.51,26.81,5.19,14,329.56,119263.89,744,185.57,72.8,112.77,374.13,360.91,HAUL-0110
2022-04-01,Komatsu 830E AC,88.27,73.7,57.29,1.59,8,364.37,163676.92,720,89.36,12.69,76.67,460.41,446.49,HAUL-0110
2022-05-01,Komatsu 830E AC,91.43,82,79.99,1.79,7,354.2,190718.25,744,60.45,9.02,47.92,559.86,541.79,HAUL-0110
2022-06-01,Komatsu 830E AC,83.73,81.43,99.46,10.66,5,338.01,162739.15,720,115.6,52.85,62.75,496.85,479.32,HAUL-0110
2022-07-01,Komatsu 830E AC,48.36,82.1,26.95,27.93,11,347.14,99277.37,744,380.79,307.19,73.61,297.37,286.82,HAUL-0110
2022-08-01,Komatsu 830E AC,81.09,81.08,41,2.21,12,358.7,164335.79,744,140.94,26.5,114.44,487.55,460.97,HAUL-0110
2022-09-01,Komatsu 830E AC,86.67,82.61,57.47,4.07,9,367.49,183437.55,720,94.52,33.17,58.1,515.88,499.43,HAUL-0110
2022-10-01,Komatsu 830E AC,89.5,83.3,138.13,2,4,384.93,204997.13,744,81.21,8.05,73.17,552.84,536.24,HAUL-0110
2022-11-01,Komatsu 830E AC,88.15,82.69,57.48,0.94,9,370.92,190165.32,720,89.44,8.52,80.93,519.57,507.05,HAUL-0110
2022-12-01,Komatsu 830E AC,75.37,74.65,42.09,2.47,10,354.64,142250.09,744,184.89,24.61,160.29,421.35,403.81,HAUL-0110
2023-01-01,Komatsu 830E AC,92.49,71.35,97.26,3.28,5,334.53,160502.56,743.98,61.62,16.48,45.15,487.8,473.41,HAUL-0110
2023-02-01,Komatsu 830E AC,87.86,72.49,48.47,4.02,9,260.61,112281.89,695.98,84.82,36.45,48.37,438.75,423.93,HAUL-0110
2023-03-01,Komatsu 830E AC,82.31,71.84,107.93,2.74,4,322.46,133333.59,743.98,133.63,4.48,122.55,435.18,417.5,HAUL-0110
2023-04-01,Komatsu 830E AC,88,72.47,225.62,14.12,2,292.49,131331.83,719.98,89.62,27.99,61.63,455.23,450.1,HAUL-0110
2023-05-01,Komatsu 830E AC,88.94,72.76,96.31,8.18,5,295.49,141198.29,743.98,83.51,8.61,42.79,482.4,477.03,HAUL-0110
2023-06-01,Komatsu 830E AC,80.93,79.51,155.28,1.41,3,310.66,142560.92,719.98,131.85,4.22,127.63,468.98,460.48,HAUL-0110
2023-07-01,Komatsu 830E AC,86.3,74.88,69.13,2.53,7,306.93,149516.27,743.99,97.07,17.82,79.25,485.91,479.19,HAUL-0110
2023-08-01,Komatsu 830E AC,71.4,82.8,48.48,2.8,9,319.03,138655.76,743.99,215.84,24.95,190.89,438.55,433.8,HAUL-0110
2023-09-01,Komatsu 830E AC,72.55,80.33,42.4,8.33,10,312.71,130821.41,719.99,193.08,83.37,109.7,424.25,418.89,HAUL-0110
2023-10-01,Komatsu 830E AC,75.96,79.18,29.94,4.25,15,312.91,139551.61,743.99,179.1,63.25,115.85,450.74,440.05,HAUL-0110
2023-11-01,Komatsu 830E AC,66.3,65.58,77.51,23.5,4,328.54,100496.14,720,245.24,93.73,151.5,310.27,303.68,HAUL-0110
2023-12-01,Komatsu 830E AC,66.35,76.1,92.87,25.78,4,298.04,108555.88,744,253.2,99,150.94,374.39,362.73,HAUL-0110
2024-01-01,Komatsu 830E AC,31.23,72.1,42.57,5.73,4,331.88,55780.13,744,510.91,22.82,488.1,169,167.98,HAUL-0110
2024-02-01,Komatsu 830E AC,77.1,63.75,33.15,9.95,10,288.28,94012.19,671.99,155.04,98.58,56.46,330.9,323.02,HAUL-0110
2024-03-01,Komatsu 830E AC,83.06,72.39,56.21,7.4,8,273.51,122327.6,743.99,124.01,59.15,64.86,446.61,440.08,HAUL-0110
2024-04-01,Komatsu 830E AC,79.73,77.46,44,4.49,10,322,139240.4,719.99,147.82,39.35,102.59,443.08,437.22,HAUL-0110
2024-05-01,Komatsu 830E AC,86.74,79.86,57.39,4.84,9,356.36,182138.87,743.99,94.9,43.6,51.3,515.02,503.14,HAUL-0110
2019-08-01,Komatsu 830E AC,66.5,84.58,52.04,4.4,8,324.09,133527.41,744,246.5,35.31,211.19,419.01,410.76,HAUL-0111
2019-09-01,Komatsu 830E AC,90.95,77.5,57.04,2.37,9,346.32,175443.32,720,59.59,21.27,38.31,514.06,508.14,HAUL-0111
2019-10-01,Komatsu 830E AC,80.22,86.18,50.68,3.12,10,320.13,158901.01,744,150.45,31.31,119.14,507.48,501.07,HAUL-0111
2019-11-01,Komatsu 830E AC,91,77.39,50.78,2.49,10,306.61,154442.9,720,61.83,24.83,37,510.62,505.34,HAUL-0111
2019-12-01,Komatsu 830E AC,40.62,79.7,48.54,78.77,5,291.5,70051.34,744,441.49,390.68,50.8,242.64,241.05,HAUL-0111
2020-01-01,Komatsu 830E AC,48.81,79.22,57.41,76.64,5,298.26,85654.75,744,382.93,380.38,2.55,288.91,286.46,HAUL-0111
2020-02-01,Komatsu 830E AC,78.28,77.13,29.76,4.89,14,257.51,105089.99,672,140.87,68.06,72.81,412.56,406.1,HAUL-0111
2020-03-01,Komatsu 830E AC,84.59,73.15,24.31,2.73,19,256.62,117917.65,744,116.05,51.89,64.16,460.46,452.65,HAUL-0111
2020-04-01,Komatsu 830E AC,79.19,77.4,21.27,5.26,21,300.46,133038.09,720,147.5,109.89,37.61,446.3,441.09,HAUL-0111
2020-05-01,Komatsu 830E AC,52.88,80.26,34.48,17.35,9,283.92,85698.16,744,351.26,157.61,193.65,312.48,305.52,HAUL-0111
2020-06-01,Komatsu 830E AC,77.76,79.57,49.3,2.02,9,288.59,126147.19,720,164.57,18.11,146.46,440.81,434.88,HAUL-0111
2020-07-01,Komatsu 830E AC,59.93,80.61,50.68,3.46,7,293.08,101635.09,744,301.88,24.28,277.6,356.87,348.46,HAUL-0111
2020-08-01,Komatsu 830E AC,87.83,85.59,43.35,2.54,13,323.01,176350.75,744,85.61,33.21,52.4,564.72,547.58,HAUL-0111
2020-09-01,Komatsu 830E AC,86.2,86.03,53.53,3.82,10,291.7,153987.88,720,93.57,37.85,55.72,536.82,531.33,HAUL-0111
2020-10-01,Komatsu 830E AC,91.86,84.34,115.03,1.94,5,274.6,154521.61,744,59.02,9.72,49.3,574.53,566.84,HAUL-0111
2020-11-01,Komatsu 830E AC,83.43,81.64,60.33,3.66,8,309.36,147042.26,720,121.73,29.2,92.53,483.76,475.5,HAUL-0111
2020-12-01,Komatsu 830E AC,85.24,75.3,58.16,4.71,8,319.31,146163.89,744,114.98,37.74,77.24,469.42,457.63,HAUL-0111
2021-01-01,Komatsu 830E AC,76.51,82.34,41.81,6.47,11,294.39,132398.97,744,176.33,71.81,104.52,463.28,450.19,HAUL-0111
2021-02-01,Komatsu 830E AC,77.81,80.48,42.73,1.64,10,293.67,116556.55,672,145.62,14.44,129.25,423.31,394.11,HAUL-0111
2021-03-01,Komatsu 830E AC,75.41,75.63,71.08,4.04,6,302.24,122463.16,744,179.65,24.35,155.31,428.52,409.27,HAUL-0111
2021-04-01,Komatsu 830E AC,90.47,75.69,49.91,1.54,10,286.45,137715.3,720,64.15,15.32,48.83,495.52,480.37,HAUL-0111
2021-05-01,Komatsu 830E AC,63.5,71.29,16.18,3.79,21,305.36,99071.01,744,271.2,79.27,191.93,336.76,324.87,HAUL-0111
2021-06-01,Komatsu 830E AC,64.34,68.98,32.51,5.52,10,312.39,98784.96,720,252.91,54.79,198.12,324.14,312.59,HAUL-0111
2021-07-01,Komatsu 830E AC,91.69,79.51,89.76,2.45,6,360.8,189159.06,744,66,14.73,51.27,542.35,525.96,HAUL-0111
2021-08-01,Komatsu 830E AC,90.27,83.25,79.48,2.57,7,367.52,194516.29,744,77.42,18.1,59.32,553.25,535.88,HAUL-0111
2021-09-01,Komatsu 830E AC,87.6,81.07,102.4,2.74,5,358.59,176883.13,720,83.55,13.63,69.92,514.26,497.76,HAUL-0111
2021-10-01,Komatsu 830E AC,91.94,77.58,59.3,3.5,9,349.5,181560.93,744,60.51,31.56,28.95,534.59,517.17,HAUL-0111
2021-11-01,Komatsu 830E AC,80.1,72.89,106.65,7.79,4,389.87,160325.4,720,139.21,30.98,108.23,423.31,407.13,HAUL-0111
2021-12-01,Komatsu 830E AC,86.11,73.33,93.92,1.24,5,365.9,162459.62,744,101.93,6.23,95.7,468.77,441.92,HAUL-0111
2022-01-01,Komatsu 830E AC,77.31,70.53,137.33,1.76,3,381.79,150192.21,744,166.27,5.23,161.04,409.24,392.16,HAUL-0111
2022-02-01,Komatsu 830E AC,88.12,70.59,84.23,2.41,5,366.45,149247.81,672,77.74,5.69,65.78,417.5,407.22,HAUL-0111
2022-03-01,Komatsu 830E AC,82.46,66.64,45.44,5.29,9,361.87,145046.42,744,134.55,47.14,87.41,409.24,398.23,HAUL-0111
2022-04-01,Komatsu 830E AC,85.22,73.19,74.07,4.21,6,397.38,171647.85,720,111.59,25.07,86.52,445.55,433.89,HAUL-0111
2022-05-01,Komatsu 830E AC,83.35,78.49,53.37,4.39,9,351.49,160868.88,744,126.04,32.96,86.8,481.32,460.99,HAUL-0111
2022-06-01,Komatsu 830E AC,79.96,81.06,237.89,1.29,2,365.89,168456.4,720,139.81,2.59,137.22,473.76,453.79,HAUL-0111
2022-07-01,Komatsu 830E AC,86.46,81.03,85.47,2.92,6,372.99,182751.43,744,103.5,17.37,86.13,514.79,490.09,HAUL-0111
2022-08-01,Komatsu 830E AC,84.25,80.77,45.31,1.92,11,379.39,182824.07,744,121.33,21.2,100.12,499.93,481.74,HAUL-0111
2022-09-01,Komatsu 830E AC,84.7,82.07,50.04,4.95,10,331.62,160827.94,720,104.08,49.15,54.93,505.04,487.37,HAUL-0111
2022-10-01,Komatsu 830E AC,71.05,80.3,71.38,3.93,6,347.99,142949.59,744,214.5,23.69,190.82,429.46,411.46,HAUL-0111
2022-11-01,Komatsu 830E AC,73.09,82.17,39.13,1.98,11,333.39,138956.36,720,194.29,21.8,172.48,429.44,417.19,HAUL-0111
2022-12-01,Komatsu 830E AC,78.65,72.65,85.1,2.24,5,321.02,129957.48,744,162.46,11.13,151.33,425.4,410.41,HAUL-0111
2023-01-01,Komatsu 830E AC,83.77,68.82,48.21,3.63,9,306.46,130544.28,743.98,119.7,32.53,87.17,433.31,422.19,HAUL-0111
2023-02-01,Komatsu 830E AC,72.13,72.09,59.79,22.66,6,266.72,91937.47,695.99,193.57,134.9,58.66,360.14,350.32,HAUL-0111
2023-03-01,Komatsu 830E AC,85.53,72.73,66.13,4.93,7,315.55,139993.91,743.98,106.98,34.53,72.45,458.91,438.56,HAUL-0111
2023-04-01,Komatsu 830E AC,76.7,68.65,47.74,8.6,8,287.77,108242.12,719.99,165.1,65.77,96.65,384.73,375.08,HAUL-0111
2023-05-01,Komatsu 830E AC,71.91,76.16,45.22,2.76,9,285.56,117034.38,743.99,209.44,19.75,184.43,407.33,402.39,HAUL-0111
2023-06-01,Komatsu 830E AC,87.87,79.69,82.75,5.12,6,312.85,150578.17,719.98,90.93,19.01,60.37,501.38,487.81,HAUL-0111
2023-07-01,Komatsu 830E AC,73.06,76.59,46.21,7.44,9,324.99,129288.61,744,204.62,67.1,137.52,412.09,401.84,HAUL-0111
2023-08-01,Komatsu 830E AC,89.2,82.55,110.21,1.81,5,320.23,171689.77,743.99,76.99,8.98,68,547.56,538.46,HAUL-0111
2023-09-01,Komatsu 830E AC,86.34,80.67,73.07,2.21,7,308.44,153662.36,720,95.95,15.22,80.56,506.83,500.55,HAUL-0111
2023-10-01,Komatsu 830E AC,87.08,77.27,72.16,2.7,7,281.8,140166.72,743.99,98.68,18.7,79.98,501.91,494.04,HAUL-0111
2023-11-01,Komatsu 830E AC,82.42,65.81,49.23,4.14,8,290.03,113496.2,719.99,120.78,17.93,87.58,396.12,388.89,HAUL-0111
2023-12-01,Komatsu 830E AC,88.43,75.53,54.23,4.02,9,292.82,140565.25,743.99,92.14,36.15,55.98,489.42,479.61,HAUL-0111
2024-01-01,Komatsu 830E AC,80.61,66.43,32.99,4.62,12,338.92,132089.34,743.99,147.28,55.56,91.72,399.12,392.44,HAUL-0111
2024-02-01,Komatsu 830E AC,86.73,66.25,43.05,4.58,9,298.6,113700.82,672,85.09,41.42,43.67,386.17,382.05,HAUL-0111
2024-03-01,Komatsu 830E AC,81.5,70.81,54.44,2.53,8,271.03,116150.95,743.99,135.73,20.25,115.48,434.68,430.35,HAUL-0111
2024-04-01,Komatsu 830E AC,74.31,77.67,27.83,4.53,15,305.01,123797.69,719.99,182.34,67.46,114.88,414.9,410.34,HAUL-0111
2024-05-01,Komatsu 830E AC,74.84,80.58,44.19,5.01,10,294.1,130105.12,744,189.77,50.06,139.72,442.98,440.04,HAUL-0111
2019-08-01,Komatsu 830E AC,91.26,85.39,98.25,1.83,6,354.47,206731.54,744,60.62,10.9,49.72,589.34,581.4,HAUL-0112
2019-09-01,Komatsu 830E AC,88.14,83.91,34.9,1.53,15,350.29,182126.71,720,85.46,18.68,62.36,528.81,520.11,HAUL-0112
2019-10-01,Komatsu 830E AC,78.02,85.79,126.18,0.89,4,328.52,162311.08,744,160.09,3.56,156.53,502.82,497.86,HAUL-0112
2019-11-01,Komatsu 830E AC,86.36,81.04,100.42,2.7,5,306.19,150796.26,720,96.08,13.38,82.7,502.17,497.57,HAUL-0112
2019-12-01,Komatsu 830E AC,85.64,83.01,52.68,5.7,10,319.84,166504.25,744,110.66,56.51,54.15,526.37,522.29,HAUL-0112
2020-01-01,Komatsu 830E AC,85.55,75.85,34.46,1.1,14,296.29,141406.76,744,112.79,15.45,97.34,479.01,474.78,HAUL-0112
2020-02-01,Komatsu 830E AC,84.4,75.84,31.32,4.6,14,277.05,120667.3,672,100.51,64.42,36.09,435.2,428.52,HAUL-0112
2020-03-01,Komatsu 830E AC,53.98,85.18,116.22,6.26,3,125.87,43456.72,744,339.13,18.9,320.23,345.71,343.84,HAUL-0112
2020-04-01,Komatsu 830E AC,68.92,76.26,47.31,1.75,8,305.57,112942.32,720,223.03,13.93,209.09,376.92,372.91,HAUL-0112
2020-05-01,Komatsu 830E AC,91.86,83.03,62.6,3.44,9,302.96,165050.7,744,63.86,31.25,32.61,568.13,553.82,HAUL-0112
2020-06-01,Komatsu 830E AC,72.94,78.13,46.69,8.68,9,319.59,129377.95,720,190.02,78.54,111.48,416.76,407.56,HAUL-0112
2020-07-01,Komatsu 830E AC,82.69,82.41,55.4,1.77,9,304.4,148796.74,744,131.88,15.92,115.96,499.89,488.97,HAUL-0112
2020-08-01,Komatsu 830E AC,50.1,85.95,24.64,12.37,13,314.78,99047.53,744,368.77,162.06,206.71,319.52,313.15,HAUL-0112
2020-09-01,Komatsu 830E AC,70.42,86.65,24.09,3.1,18,307.68,133824.76,720,214.75,55.61,159.15,433.47,427.5,HAUL-0112
2020-10-01,Komatsu 830E AC,81.34,80.68,30.73,2.16,16,260.17,127363.47,744,140.05,34.39,105.67,489.34,481.98,HAUL-0112
2020-11-01,Komatsu 830E AC,84.7,78.62,29.74,3.08,16,306,142240.97,720,112.88,29.18,63.67,475.37,467.26,HAUL-0112
2020-12-01,Komatsu 830E AC,87.1,70.02,29.79,4.02,15,297.72,130893.48,744,101.53,51.15,40.69,445.98,437.29,HAUL-0112
2021-02-01,Komatsu 830E AC,72.04,81.2,32.42,3.97,12,309.67,113130.63,666,182.68,18.56,134.75,388.73,365.79,HAUL-0112
2021-03-01,Komatsu 830E AC,91.2,73.14,45.17,2.03,11,311.55,148493.34,744,69.44,22.23,47.21,497.63,476.47,HAUL-0112
2021-04-01,Komatsu 830E AC,84.52,74.82,75.33,5.73,6,351.82,152121.43,720,115.75,34.35,81.39,455.74,435.06,HAUL-0112
2021-05-01,Komatsu 830E AC,81.88,79.49,67.98,2.87,7,339.65,156276.44,744,138.04,19.93,118.11,477.23,455.25,HAUL-0112
2021-06-01,Komatsu 830E AC,85.39,71.01,31.3,3.99,14,332.3,140389.35,720,108.76,48.93,52.55,437.57,422.17,HAUL-0112
2021-07-01,Komatsu 830E AC,68.3,78.43,26.61,8.28,15,375.99,146555.72,744,237.12,123.37,113.75,400.36,389.44,HAUL-0112
2021-08-01,Komatsu 830E AC,78.24,84.74,70.65,3.19,7,349.9,166885.21,744,157.48,22.35,135.12,496.13,479.44,HAUL-0112
2021-09-01,Komatsu 830E AC,88.67,82.23,46.95,1.54,11,363.62,184954.54,720,86.83,16.93,69.9,517.18,502.46,HAUL-0112
2021-10-01,Komatsu 830E AC,86.42,74.52,28.67,2.73,17,369.92,175867.49,744,95.85,46.33,49.52,486.76,473.87,HAUL-0112
2021-11-01,Komatsu 830E AC,82.23,71.84,85.74,4.32,5,398.58,163863.68,720,129.17,21.71,107.46,425.83,414.7,HAUL-0112
2021-12-01,Komatsu 830E AC,87.02,71.71,76.71,2.04,6,360.28,161208.9,744,98.42,12.14,86.28,460.31,443.2,HAUL-0112
2022-01-01,Komatsu 830E AC,82.78,72.28,110.15,3.64,4,349.88,150424.41,744,130.83,14.48,116.35,440.7,427.65,HAUL-0112
2022-02-01,Komatsu 830E AC,88.68,68.38,51.89,4.07,8,372.3,151579.68,672,71.16,20.09,38.42,412.77,404.74,HAUL-0112
2022-03-01,Komatsu 830E AC,65.84,72.1,58.15,15.09,6,346.91,116144.2,744,256.88,90.46,166.42,350.83,336.14,HAUL-0112
2022-04-01,Komatsu 830E AC,89.34,80.4,85.21,1.4,6,361.55,183551.54,720,79.38,8.41,70.97,511.87,498.53,HAUL-0112
2022-05-01,Komatsu 830E AC,82.35,81.48,45.78,2.33,11,346.69,171304.79,744,134.76,25.85,108.91,501.24,486.63,HAUL-0112
2022-06-01,Komatsu 830E AC,82.23,82.45,69.53,2.91,7,382.91,181849.24,720,130.66,20.57,110.08,488.57,468.86,HAUL-0112
2022-07-01,Komatsu 830E AC,85.18,81.07,57.38,1.43,9,366.58,178787.08,744,106.47,12.93,93.54,516.91,495.62,HAUL-0112
2022-08-01,Komatsu 830E AC,70.79,80.92,38.19,5.91,11,371.57,150134.11,744,217.82,25.85,152.95,422.34,404.07,HAUL-0112
2022-09-01,Komatsu 830E AC,88.94,82.69,48.5,2.35,11,395.36,202171.11,720,76.04,26.1,49.94,536.23,509.32,HAUL-0112
2022-10-01,Komatsu 830E AC,82.18,82.42,38.7,3.82,13,406.94,200170.43,744,132.19,49.48,82.71,507.38,488.22,HAUL-0112
2022-11-01,Komatsu 830E AC,85.89,82.48,84.26,3.15,6,382.53,192276.87,720,100.31,18.99,81.32,509.74,494.99,HAUL-0112
2022-12-01,Komatsu 830E AC,84.67,76.18,60.07,4.45,8,366.01,170873.36,744,109.33,35.4,73.94,480.83,467.56,HAUL-0112
2023-01-01,Komatsu 830E AC,67.19,74.01,33.36,20.33,11,380.04,132550.24,743.99,248.93,212.63,26.8,365.45,349.02,HAUL-0112
2023-02-01,Komatsu 830E AC,87.47,73.24,109.78,3.17,4,294.39,126335.14,695.98,89.88,12.79,77.09,439.87,427.96,HAUL-0112
2023-03-01,Komatsu 830E AC,62.88,74.39,50.21,31.15,7,344.19,114346.01,743.99,274.57,216.63,57.94,348.11,333.54,HAUL-0112
2023-04-01,Komatsu 830E AC,88.55,73.13,93.53,4.69,5,274.17,127676.58,719.98,79.32,23.24,56.07,470.05,463.4,HAUL-0112
2023-05-01,Komatsu 830E AC,78.3,77.23,76.07,8.75,6,304.41,135652.02,743.99,156.55,52.68,103.87,456.84,447.61,HAUL-0112
2023-06-01,Komatsu 830E AC,85.59,77.45,59.49,2.16,8,306.58,140297.34,719.98,106.38,13.72,89.16,473.88,463.17,HAUL-0112
2023-07-01,Komatsu 830E AC,78.27,79.46,65.53,14.37,7,332.92,151115.36,744,160.32,99.76,60.56,459.62,448.8,HAUL-0112
2023-08-01,Komatsu 830E AC,85.47,84.24,538.85,11.26,1,347.62,183177.84,743.99,104.57,11.28,93.28,534.21,522.81,HAUL-0112
2023-09-01,Komatsu 830E AC,84.32,83.52,102.32,2.65,5,309.18,156328.35,720,106.89,13.34,93.55,511.25,507.13,HAUL-0112
2023-10-01,Komatsu 830E AC,73.74,82.68,90.13,11.7,5,340.17,150662.53,744,197.28,58.52,138.76,449.01,442.54,HAUL-0112
2023-11-01,Komatsu 830E AC,79.37,69.39,99.47,3.41,4,307.87,121674.03,720,147.27,13.67,133.59,394.74,388.08,HAUL-0112
2023-12-01,Komatsu 830E AC,90.34,75.83,72.9,2.62,7,310.25,154812.94,743.99,73.6,18.41,55.19,512.42,502.72,HAUL-0112
2024-01-01,Komatsu 830E AC,90.61,70.34,157.72,4.53,3,343.48,157699.65,743.99,72.92,13.49,59.43,469.69,463.7,HAUL-0112
2024-02-01,Komatsu 830E AC,79.11,63.43,37.11,8.37,9,311.62,101471.01,672,138.97,75.66,63.3,337.16,330.11,HAUL-0112
2024-03-01,Komatsu 830E AC,87.41,73.26,236.19,14.78,2,287.56,135328.77,743.99,99.67,29.61,70.06,472.71,468.64,HAUL-0112
2024-04-01,Komatsu 830E AC,86.69,76.18,96.71,2.45,5,309.64,149466.31,719.99,89.8,12.24,77.56,483.77,478.49,HAUL-0112
2024-05-01,Komatsu 830E AC,84.77,81.91,51.86,4.82,10,333.72,168794.37,743.99,117.4,48.06,69.34,513.6,507.01,HAUL-0112
2019-08-01,Komatsu 830E AC,96.06,83.44,74.26,2.14,8,341.82,201216.74,744,36.25,17.03,19.22,596.1,584.51,HAUL-0113
2019-09-01,Komatsu 830E AC,94.75,84.12,63.6,1.19,9,345.68,194906.49,720,35.06,10.8,24.26,571.1,563.12,HAUL-0113
2019-10-01,Komatsu 830E AC,87.92,85.22,69.74,4.42,8,313.17,173423.1,744,94.34,23.07,58.81,558.55,554.27,HAUL-0113
2019-11-01,Komatsu 830E AC,92.56,79.24,526.27,0.86,1,317.63,166260.55,720,54.62,0.87,53.75,523.96,518.66,HAUL-0113
2019-12-01,Komatsu 830E AC,90.43,77.39,73.88,7.23,7,312.45,160132.06,744,75.68,50.44,25.24,512.74,509.06,HAUL-0113
2020-01-01,Komatsu 830E AC,78.36,76.05,74.09,1.22,6,301.99,134611.34,744,164.32,6.02,156.97,444.46,441.7,HAUL-0113
2020-02-01,Komatsu 830E AC,71.57,77.83,28.63,13.82,13,266.6,99149.79,672,191.52,102.67,11.17,372.76,369.33,HAUL-0113
2020-03-01,Komatsu 830E AC,77.75,73.73,32.63,3.94,13,275.92,117066.86,744,170.62,51.23,119.39,425.91,419.8,HAUL-0113
2020-04-01,Komatsu 830E AC,83.58,75.2,32.81,2.49,14,288.88,131537.96,720,112.49,27.43,77.56,459.34,451.18,HAUL-0113
2020-05-01,Komatsu 830E AC,82.52,80.26,35.3,2.97,14,307.13,146824.28,744,128.89,41.73,87.16,489.44,478.84,HAUL-0113
2020-06-01,Komatsu 830E AC,71.5,78.68,21.63,2.2,19,295.87,117663.16,720,204.97,41.69,163.28,408.82,396.65,HAUL-0113
2020-07-01,Komatsu 830E AC,86.36,84.52,77.82,1.75,7,285.01,150545.16,744,98.19,12.29,85.91,541.39,528.64,HAUL-0113
2020-08-01,Komatsu 830E AC,77.33,86.79,31.33,3.66,16,292.31,141193.39,744,163.74,53.29,105.71,499.24,488.23,HAUL-0113
2020-09-01,Komatsu 830E AC,87.95,86.48,49.87,3.74,11,297.63,159651.03,720,91.23,41.18,50.05,544.24,533.84,HAUL-0113
2020-10-01,Komatsu 830E AC,78.39,84.29,37.92,2.02,13,290.75,139877.54,744,160.41,26.43,133.98,494.07,481.28,HAUL-0113
2020-11-01,Komatsu 830E AC,89.03,78.8,124.68,4.18,4,279.12,137519.48,720,79.81,16.56,63.25,502.23,492.71,HAUL-0113
2020-12-01,Komatsu 830E AC,85.2,73.08,35.8,3.48,13,295.44,132891.83,744,112.72,44.11,67.72,462.54,451.84,HAUL-0113
2019-08-01,Komatsu 830E AC,84.17,82.75,102.75,1.52,5,340.2,173649.97,744,122.99,7.59,115.39,515.93,508.75,HAUL-0114
2019-09-01,Komatsu 830E AC,94.37,84.52,115.56,2.45,5,363.57,208221.38,720,36.57,12.2,24.38,578.54,572.06,HAUL-0114
2019-10-01,Komatsu 830E AC,88.17,83.02,137.15,0.77,4,329.27,178825.9,744,82.17,3.07,79.1,553.15,549.32,HAUL-0114
2019-11-01,Komatsu 830E AC,81.69,79.77,79.3,1.5,6,326.99,149994.67,720,129.48,8.94,120.53,472.08,466.17,HAUL-0114
2019-12-01,Komatsu 830E AC,90.64,79.13,89.03,2.79,6,311.98,164358.57,744,72.78,16.75,56.03,531.4,527.3,HAUL-0114
2020-01-01,Komatsu 830E AC,88.67,80.15,37.38,2.75,14,275.1,144224.65,744,86.68,38.39,48.29,528.55,525.66,HAUL-0114
2020-02-01,Komatsu 830E AC,87.19,75.26,31.63,3.94,14,259.28,114076.63,672,85.33,54.58,30.74,438.84,434.69,HAUL-0114
2020-03-01,Komatsu 830E AC,68.93,73.22,37.46,10.24,10,255.07,93416.25,744,232.47,101.83,130.64,373.54,369.45,HAUL-0114
2020-04-01,Komatsu 830E AC,89.61,78.66,84.5,2.54,6,301.52,149826.17,720,77.1,15.38,61.71,504.41,496.26,HAUL-0114
2020-05-01,Komatsu 830E AC,58.62,82.06,59.28,2.5,6,290.76,101119.01,744,310.45,14.88,295.56,357.4,351.84,HAUL-0114
2020-06-01,Komatsu 830E AC,95.19,82.21,111.73,2.87,5,286.11,158493.66,720,34.15,8.35,19.67,564.19,551.47,HAUL-0114
2020-07-01,Komatsu 830E AC,82.16,81.39,38.02,4.08,13,289.15,142444.67,744,135.79,52.61,83.18,499.24,490.38,HAUL-0114
2020-08-01,Komatsu 830E AC,69.02,84.36,39.61,13.08,11,275.07,118431.87,744,225.61,144.04,81.56,438.73,430.84,HAUL-0114
2020-09-01,Komatsu 830E AC,75.52,81.87,45.29,1.95,10,277.08,124788.89,720,172.75,19.45,153.3,452.1,446.83,HAUL-0114
2020-10-01,Komatsu 830E AC,70.58,82.86,42.63,3.41,10,282.18,119092.74,744,222.53,34.3,188.23,430.31,423.61,HAUL-0114
2020-11-01,Komatsu 830E AC,89,78.35,23.84,2.07,21,288.22,142992.46,720,80.84,43.97,36.86,499.75,491.97,HAUL-0114
2020-12-01,Komatsu 830E AC,83.2,70.39,43.27,4.73,10,296.66,125602.44,744,128.03,16.81,80.84,434.19,425.33,HAUL-0114
2019-08-01,Komatsu 830E AC,74.3,85.6,118.91,1.81,4,329.51,155965.03,744,188.65,7.29,181.36,479.51,473.02,HAUL-0115
2019-09-01,Komatsu 830E AC,86.04,83.44,52.42,7.32,10,321.16,167397.09,720,97.88,72.91,24.97,522.56,518.4,HAUL-0115
2019-10-01,Komatsu 830E AC,76.54,84.67,53.25,4.48,9,321.06,154964.18,744,170.87,40.35,130.52,482.56,479,HAUL-0115
2019-11-01,Komatsu 830E AC,73.34,80.75,32.74,8.58,13,302.23,126540.44,720,188.55,109.91,76.74,425.84,422.84,HAUL-0115
